system,feature,feature_type,n_clusterA,n_clusterB,mean_clusterA,mean_clusterB,effect_size,effect_ci_low,effect_ci_high,p_value,fdr_q_value,significant_at_q05
proteomics,NCR3,continuous,125,146,0.0262987444524938,-0.0225160483326145,-0.0493725546713733,-0.1347609866453679,0.0304440860051558,0.56668256405682,0.9444051609109716,False
proteomics,PRKAR2A,continuous,125,146,0.006895926928943,-0.0059040470282045,0.0596610407244969,-0.0448656277881743,0.1687669651219019,0.6008417289675542,0.9444051609109716,False
proteomics,PSMG3,continuous,125,146,0.0961193638253783,-0.0822939758778924,-0.049294834537036,-0.1370798638719922,0.0372248060140738,0.5922150841161922,0.9444051609109716,False
proteomics,PYHIN1,continuous,125,146,-0.0367325233459487,0.0314490782071479,0.0773917331333101,-0.0459240798008246,0.2032198584284214,0.5365533938103572,0.9444051609109716,False
proteomics,RABGAP1L,continuous,125,146,0.1419379327043195,-0.1215222026578077,-0.0445032922255961,-0.1204881836676462,0.0337717839023805,0.5793828144296531,0.9444051609109716,False
proteomics,RALB,continuous,125,146,0.0129478070169202,-0.0110854512131167,0.0525459988363463,-0.0407873456093533,0.138294328577951,0.599760298347016,0.9444051609109716,False
proteomics,RILP,continuous,125,146,0.090618969716692,-0.0775847343464829,-0.0461425582833905,-0.1335492311118235,0.0456260071943566,0.5804471703307519,0.9444051609109716,False
proteomics,RNF213,continuous,125,146,-2.574641460945593e-05,2.20431631930395e-05,0.0690340121359823,-0.0322686554834461,0.1676792495449359,0.5406607675249255,0.9444051609109716,False
proteomics,RNF25,continuous,125,146,0.0646893738476728,-0.0553847378832815,-0.0326859187890896,-0.0841947399263539,0.0287356988052746,0.604091293543492,0.9444051609109716,False
proteomics,RTN4R,continuous,125,146,0.0425576477842044,-0.0364363422809968,-0.0704288970958309,-0.1884182144877151,0.0503434007328171,0.5772568550219042,0.9444051609109716,False
proteomics,RYK,continuous,125,146,0.0651956123026527,-0.0558181612180245,-0.0572554513790813,-0.1555896935244641,0.0390312681244545,0.5603828936357453,0.9444051609109716,False
proteomics,S100A13,continuous,125,146,-0.0157050113077749,0.0134460713251498,0.0783224748076485,-0.0456767374353196,0.1982198491044404,0.56668256405682,0.9444051609109716,False
proteomics,S100A16,continuous,125,146,-0.0382873354128087,0.0327802529219252,0.0619375978396442,-0.0519758414940876,0.1753227466711742,0.5761952550667191,0.9444051609109716,False
proteomics,SH2B3,continuous,125,146,0.026774120238981,-0.0229230481498125,0.0383104076306323,-0.0364860637175336,0.1178528948949248,0.5986797496779155,0.9444051609109716,False
proteomics,SIGLEC10,continuous,125,146,-0.0062751859849083,0.0053725907405037,0.060699204823245,-0.0506487885901898,0.1710706654496271,0.5889948095158557,0.9444051609109716,False
proteomics,SLA2,continuous,125,146,-0.0477967853079391,0.0409219052293999,-0.0429415952212557,-0.1225151868636136,0.040882864870588,0.606262044760409,0.9444051609109716,False
proteomics,SMAD2,continuous,120,144,0.0291496473728187,-0.0242913728106822,-0.0543182833979425,-0.1630357467664127,0.0541544338165352,0.6050097663244316,0.9444051609109716,False
proteomics,SMAD5,continuous,125,146,-0.0182130543931608,0.0155933684872951,0.0739166585958705,-0.0451424313892266,0.1797996305142666,0.5458169923686091,0.9444051609109716,False
proteomics,TAB2,continuous,125,146,-0.0419673345363325,0.0359309371030244,0.0597068632532504,-0.0508388866597768,0.1617678032019928,0.5868524596880491,0.9444051609109716,False
proteomics,TMEM25,continuous,125,146,-0.0727958158082198,0.0623251847673114,0.0551792264699082,-0.0455883488684341,0.1625798445237679,0.5614304785976703,0.9444051609109716,False
proteomics,TNFRSF11A,continuous,125,146,0.040604030989163,-0.0347637251619545,-0.0731815989828088,-0.1954681310709016,0.0542711571270803,0.5677358014179366,0.9444051609109716,False
proteomics,VEGFB,continuous,125,146,0.0468647091214047,-0.0401238947957232,-0.060734093496078,-0.1810433403335073,0.0518752629017377,0.5751345773016696,0.9444051609109716,False
proteomics,WIF1,continuous,125,146,-0.0350913942789157,0.0300440019511264,0.0612107486292342,-0.052772112605934,0.1766459127918118,0.5911407617209512,0.9444051609109716,False
proteomics,WNT9A,continuous,125,146,0.0568639140354693,-0.0486848579070799,-0.0479837462833805,-0.133116073976096,0.0344278532343539,0.5541173494391674,0.9444051609109716,False
proteomics,XIAP,continuous,125,146,-0.0381764952880034,0.0326853555547974,0.064758026148647,-0.0466208107886479,0.1825274351299962,0.5836457213888169,0.9444051609109716,False
proteomics,ZC3H12A,continuous,125,146,0.0205864989649546,-0.0176254271960227,-0.0602984665549632,-0.1647536562994977,0.0482007566575232,0.5900673362395281,0.9444051609109716,False
proteomics,ZER1,continuous,125,146,-0.0614857594107312,0.0526419173037082,0.0552577030123083,-0.0462333567164168,0.1662959457252654,0.5815124413190706,0.9444051609109716,False
proteomics,LTBP3,continuous,125,146,0.023890287462965,-0.0204540132388399,0.0260799111015739,-0.0218195524599959,0.0812105094381008,0.6084362779133041,0.9463538465267628,False
proteomics,FHIT,continuous,125,146,0.0021102992132611,-0.0018067630250523,0.0303931271080199,-0.0249709182526698,0.087141733022228,0.6095246953841728,0.946610322376935,False
proteomics,ADAM22,continuous,125,146,-0.0494614546442633,0.0423471358255679,0.0635359866822339,-0.0604082828724532,0.1828780956065339,0.6171677190599381,0.9468298206409108,False
proteomics,ALDH3A1,continuous,125,146,-0.0963422017449306,0.08248476176792,0.0418713232884149,-0.0441735894273608,0.121770568469801,0.6370110007699838,0.9468298206409108,False
proteomics,ATE1,continuous,125,146,0.0369069310611995,-0.031598399881164,-0.0606101804180951,-0.1700213147015637,0.0517319016342644,0.6149797138042812,0.9468298206409108,False
proteomics,BACE1,continuous,125,146,-0.0429492716240917,0.036771636664462,0.0632871062128419,-0.0546958777827175,0.1811154704952233,0.6193591279745095,0.9468298206409108,False
proteomics,CD40LG,continuous,125,145,0.0088689938857061,-0.0076456843842294,-0.0437409870898976,-0.1291572757625878,0.0464615539507952,0.6147566973714663,0.9468298206409108,False
proteomics,CDC26,continuous,125,146,0.0752002688523683,-0.0643837918256578,-0.0519868516508109,-0.1616854502154853,0.0550370774712324,0.6347929435340114,0.9468298206409108,False
proteomics,CDH3,continuous,125,146,-0.001916051629788,0.0016404551624898,0.0542263562614219,-0.0525964111302224,0.1655021774296658,0.6359015639741601,0.9468298206409108,False
proteomics,CHRM3,continuous,125,146,-0.011794199529948,0.010097773570161,0.051298519842096,-0.058248229338855,0.1601109619077433,0.622652588339204,0.9468298206409108,False
proteomics,CSF2RB,continuous,125,146,0.0384476993620043,-0.0329175508236338,-0.0534720179488958,-0.1791615077049511,0.0628668037984609,0.6347929435340114,0.9468298206409108,False
proteomics,ECE1,continuous,125,146,0.0103813176439217,-0.0088881144211658,-0.0530103654397163,-0.1688984975885969,0.0604100075225148,0.6314720010932697,0.9468298206409108,False
proteomics,FKBP5,continuous,125,146,0.02478586269554,-0.0212207728557705,-0.0512148588714088,-0.166343083439065,0.061231788923297,0.6347929435340114,0.9468298206409108,False
proteomics,HSPB6,continuous,125,146,-0.020281549319573,0.0173643401708673,0.0619376192183369,-0.0581262871021218,0.1794243880525198,0.622652588339204,0.9468298206409108,False
proteomics,IL11,continuous,125,146,-0.0112339497605672,0.0096181076717185,0.0399794006900512,-0.0402838359930406,0.1185480955030816,0.6336851415268487,0.9468298206409108,False
proteomics,KIAA0319,continuous,125,146,-0.0417089989087256,0.0357097593396623,0.0679999971285098,-0.062098286576123,0.1961761210059092,0.6270556322130012,0.9468298206409108,False
proteomics,MAPT,continuous,66,84,-0.0564674444343442,0.0443672777698418,0.0983663445904577,-0.0889982334445153,0.2501013321506076,0.6373781231631497,0.9468298206409108,False
proteomics,MELTF,continuous,125,146,0.0645077545018001,-0.0552292418679795,-0.0622377430305614,-0.1778498658675975,0.0635324024896324,0.622652588339204,0.9468298206409108,False
proteomics,MILR1,continuous,116,139,0.0222480587961485,-0.0185667253262822,0.0507422384544324,-0.0574244404300424,0.1566501689897509,0.6373242682366396,0.9468298206409108,False
proteomics,MLN,continuous,125,146,0.0221242122879518,-0.0189419625753012,-0.0534592884842086,-0.1807238878296141,0.0658556845048569,0.6314720010932697,0.9468298206409108,False
proteomics,NAAA,continuous,125,146,0.0299088111464773,-0.0256068588582853,0.038428022863919,-0.0456685858917648,0.1208300215371462,0.6303666667939861,0.9468298206409108,False
proteomics,PGLYRP3,continuous,125,146,-0.0252667677897111,0.0216325066692731,0.0656896963831898,-0.0547754009940187,0.1774596700083658,0.62045610382985,0.9468298206409108,False
proteomics,POLR2F,continuous,125,146,-0.0388915241128646,0.0332975377678635,0.0632402212218261,-0.0559071648040923,0.1793535369418213,0.6138869925013702,0.9468298206409108,False
proteomics,PTH1R,continuous,125,146,0.0140592154355621,-0.0120369995167484,0.045612054248956,-0.0507239265365031,0.1324652212427798,0.6259536169389955,0.9468298206409108,False
proteomics,SCARB2,continuous,125,146,0.0347430534181422,-0.0297457649127929,-0.0556497867794323,-0.1828925396550089,0.0644858619621274,0.6314720010932697,0.9468298206409108,False
proteomics,SMARCA4,continuous,125,146,-0.0467662782756179,0.0400396218113167,0.058550875546194,-0.0555100176621868,0.1746102225645516,0.6237520929773697,0.9468298206409108,False
proteomics,SPATA2L,continuous,125,146,-0.0187582871089987,0.0160601773193482,0.0516906420328422,-0.0508771565747366,0.1571643110171725,0.6182629990532549,0.9468298206409108,False
proteomics,SPINK6,continuous,125,146,0.0362311723959306,-0.0310198393800775,-0.0577028675362552,-0.1738612850892494,0.0584030362540808,0.6259536169389955,0.9468298206409108,False
proteomics,STX8,continuous,125,146,-0.0367901168157936,0.0314983876847548,0.0540557220073993,-0.0553591187993177,0.1542812014710888,0.6370110007699838,0.9468298206409108,False
proteomics,TMEM106A,continuous,125,145,-0.0256295421174574,0.0220944328598771,0.0654187695046848,-0.0598485511941033,0.1843311437642407,0.633558832364899,0.9468298206409108,False
proteomics,TNFRSF6B,continuous,125,146,0.0141931165010803,-0.012151640839966,-0.0634624762927763,-0.1960377721794631,0.0672830762034421,0.6270556322130012,0.9468298206409108,False
proteomics,USO1,continuous,125,146,-0.0236063281533222,0.020210897391543,0.0487329745564016,-0.0502266163736965,0.1508307228643993,0.6303666667939861,0.9468298206409108,False
proteomics,C1QA,continuous,125,146,-0.0018473296046521,0.0015816178122021,-0.0427157884100466,-0.139148377035839,0.0494007038283741,0.6492680854264847,0.948288525375944,False
proteomics,CALCOCO1,continuous,125,146,0.0102465034229739,-0.0087726912867927,-0.0556205577497475,-0.160502609744233,0.0553655356998065,0.6414568697723093,0.948288525375944,False
proteomics,HNMT,continuous,125,146,0.0283751806529031,-0.024293819052143,-0.0498107110425283,-0.1491623402146713,0.0530886956615206,0.6436846479958505,0.948288525375944,False
proteomics,IL17F,continuous,125,146,0.0737688534977823,-0.0631582649809779,0.0391031203636187,-0.043618668919081,0.1184545167639428,0.6492680854264847,0.948288525375944,False
proteomics,IRAK1,continuous,125,146,0.0553918092766915,-0.0474244942437427,-0.0527403068195217,-0.152080850929496,0.056546057830012,0.6481498073794827,0.948288525375944,False
proteomics,KDR,continuous,125,146,0.0247691801097803,-0.0212064898200173,-0.0499983093790875,-0.1630930742573997,0.0628539161688512,0.6470323224786518,0.948288525375944,False
proteomics,PCNA,continuous,125,146,-0.0339913919614481,0.0291022191450755,0.0276466937092307,-0.0309061965211945,0.0903553635364751,0.6503871544773548,0.948288525375944,False
proteomics,POMC,continuous,125,146,-0.0342373814872831,0.0293128266158245,0.0541860052294819,-0.0618247736816348,0.1756703038066482,0.645915632860942,0.948288525375944,False
proteomics,SERPINI2,continuous,125,146,-0.0262913588111265,0.0225097250095262,0.0515242525941454,-0.0614113759906495,0.1758248878805887,0.6425703569954999,0.948288525375944,False
proteomics,SPRR3,continuous,122,142,-0.0450408167269036,0.0386970397231144,0.0512094603570384,-0.0584373130426919,0.1657164347738946,0.6501893652531672,0.948288525375944,False
proteomics,TCL1A,continuous,125,146,-0.0381415740102309,0.0326554572005402,0.0537705874464022,-0.0655857376351263,0.1738485746121072,0.6403441884362903,0.948288525375944,False
proteomics,THPO,continuous,125,146,0.0598945813568205,-0.051279607326045,-0.0540378234203388,-0.1742762260909143,0.0615049564819143,0.6403441884362903,0.948288525375944,False
proteomics,UBAC1,continuous,125,146,0.0859624648034024,-0.0735980006878444,-0.0434135223100393,-0.1428913531789309,0.0562387984891641,0.6481498073794827,0.948288525375944,False
proteomics,AHNAK,continuous,125,146,0.0536981119565355,-0.0459744109216914,-0.0578950941248035,-0.1727097661521792,0.0697867368261044,0.6537490861501032,0.9494244414836572,False
proteomics,CRTAM,continuous,125,146,-0.0077858878710788,0.0066659998896223,-0.0568391763575551,-0.1783664060794634,0.0644727140748309,0.6548712976867761,0.9494244414836572,False
proteomics,OTUD7B,continuous,125,146,-0.0379370321341174,0.0324803357312649,0.0509949679703236,-0.0584633886364431,0.1600429830142598,0.6548712976867761,0.9494244414836572,False
proteomics,TPMT,continuous,125,146,-0.0147362194553582,0.0126166262460258,0.0454404151509995,-0.0465649214384732,0.1426239717873834,0.6548712976867761,0.9494244414836572,False
proteomics,VAMP8,continuous,125,145,-0.0270081481452664,0.0232828863321262,-0.0421577759184277,-0.1377891899632274,0.056917080772288,0.6593765375783174,0.9546058630194568,False
proteomics,AKT3,continuous,87,97,-0.0499370274014261,0.0447888802466399,0.0656306784241407,-0.0775939866881061,0.1949657293367012,0.6613553995912587,0.9551568971350564,False
proteomics,PPME1,continuous,125,146,0.0769251378781482,-0.0658605632518392,-0.043659718908568,-0.1403936911192401,0.0558249718814251,0.6616208750886732,0.9551568971350564,False
proteomics,CLEC4A,continuous,125,146,0.0237979912939043,-0.020374992546151,-0.0475536859125153,-0.1545237822463755,0.0660748271463285,0.6650060490743158,0.956004488500945,False
proteomics,CST5,continuous,125,146,0.0289397134880276,-0.0247771519589278,-0.0599410715456875,-0.1847815120246556,0.0725646429608127,0.6650060490743158,0.956004488500945,False
proteomics,IL4,continuous,125,146,-0.0366043123614454,0.0313393085286347,0.0538397143337934,-0.0601272682729895,0.1728264698707214,0.6638768943365789,0.956004488500945,False
proteomics,CAMSAP1,continuous,125,146,-0.037876961938121,0.0324289057689391,0.0481451697913185,-0.0734069862629754,0.1744038741244824,0.6808930456859829,0.9586244523545469,False
proteomics,CCL23,continuous,125,146,-0.0085833369118121,0.0073487473560035,0.0514941108285947,-0.0725621115112173,0.1713860430746672,0.6820333717177445,0.9586244523545469,False
proteomics,CLTA,continuous,124,141,0.0221846951866212,-0.0195099447031279,0.0437715506507198,-0.0595818101175371,0.1465918510724689,0.6874038755908214,0.9586244523545469,False
proteomics,DCTN1,continuous,125,146,0.0278849291649237,-0.023874083189147,0.0372065469514402,-0.0614511338476624,0.1292014087320188,0.6797534485497119,0.9586244523545469,False
proteomics,GFRA3,continuous,125,146,-0.049603719300851,0.042468937757578,0.0581592898024226,-0.0671938226077757,0.1945779289201634,0.6786145825961256,0.9586244523545469,False
proteomics,HDAC9,continuous,112,135,0.0374972443992434,-0.0311088249830759,-0.0301751181262772,-0.0934601147365947,0.0368827742512167,0.6761585274043427,0.9586244523545469,False
proteomics,HNRNPA0,continuous,125,146,0.0267994096289112,-0.0229447000247527,-0.0362122485591391,-0.1230394281504034,0.0569482078360144,0.6866019188815169,0.9586244523545469,False
proteomics,IL16,continuous,125,146,-0.0241041508373767,0.0206371154429595,0.0538335374135438,-0.068447569929902,0.1711818625723719,0.6843162012940365,0.9586244523545469,False
proteomics,IL3RA,continuous,125,146,0.0668692284573875,-0.0572510517614619,-0.038618917046805,-0.1353004810640467,0.0536381583496183,0.6729313002694027,0.9586244523545469,False
proteomics,LCK,continuous,125,146,0.0062092927007432,-0.0053161752574855,0.0371109639381928,-0.0497550199569585,0.1255935907276742,0.6797534485497119,0.9586244523545469,False
proteomics,LRRC37A2,continuous,125,146,-0.0409285384210495,0.0350415568673369,0.0495703458726525,-0.0621099337839983,0.1642955453127581,0.6854587002392925,0.9586244523545469,False
proteomics,LY96,continuous,125,146,0.021974701113895,-0.0188139564331293,-0.0331517481792308,-0.1190465195295453,0.0443793830912739,0.6763390533607618,0.9586244523545469,False
proteomics,MKNK1,continuous,125,146,-0.0213402533450854,0.0182707648502444,0.0441851069917748,-0.053225015173252,0.1375407538668542,0.6729313002694027,0.9586244523545469,False
proteomics,ODAM,continuous,125,146,-0.0247734719827801,0.0212101643688186,0.0425325706017235,-0.0577307543360088,0.1397278024222635,0.6786145825961256,0.9586244523545469,False
proteomics,PRELP,continuous,125,146,-0.0463416808097386,0.0396760965836804,0.0561991247037084,-0.0675606129235868,0.1791965551078965,0.674066476177174,0.9586244523545469,False
proteomics,PTPN14,continuous,125,146,0.062005017347,-0.0530864874546234,-0.0356837120567584,-0.1262599939187235,0.0483162556175773,0.6786145825961256,0.9586244523545469,False
proteomics,RNF41,continuous,125,146,-0.0264311388697161,0.0226293997172227,0.0451314638314459,-0.0573570015948112,0.1545278154940455,0.6831744243528146,0.9586244523545469,False
proteomics,SLITRK1,continuous,125,146,-0.0371164506056762,0.0317777830528049,0.0495174493139599,-0.0659979554003108,0.1751331636573959,0.6752023946283117,0.9586244523545469,False
proteomics,SYT1,continuous,125,146,-0.0830283897660086,0.0710859501421307,0.0371969788956256,-0.0589115903268712,0.1340989008995751,0.6866019188815169,0.9586244523545469,False
proteomics,TNFRSF10A,continuous,125,146,0.0171452198940758,-0.0146791266216402,-0.0469042206932216,-0.1639202141590572,0.0689488448262971,0.6843162012940365,0.9586244523545469,False
proteomics,TNFSF15,continuous,125,146,-0.0215962950278495,0.0184899786197342,0.0544535064145313,-0.0730959897026516,0.1824739306196269,0.6706631851068234,0.9586244523545469,False
proteomics,TRIM21,continuous,125,146,0.0516950522996745,-0.0442594625853377,0.040030194578806,-0.0565917103161367,0.1415153311232454,0.674066476177174,0.9586244523545469,False
proteomics,ACP6,continuous,125,146,-0.0141233876645843,0.0120919414936509,0.0464165737770059,-0.0693871755911126,0.1585501104541567,0.6900358698454183,0.959848763265756,False
proteomics,ATP6V1G1,continuous,125,146,-0.0122400504922971,0.010479495284501,0.0424710217169225,-0.0689948510986751,0.159817222653775,0.6957732986404456,0.959848763265756,False
proteomics,DPEP1,continuous,125,146,0.0339036777294475,-0.029027121343705,-0.0449510913165162,-0.1597008897085995,0.0660580492943284,0.6957732986404456,0.959848763265756,False
proteomics,FAF2,continuous,125,146,-0.036930945711072,0.0316189603690685,-0.0412589318707491,-0.1305887560700853,0.0634988527075651,0.6923287264552621,0.959848763265756,False
proteomics,MTDH,continuous,125,146,-0.0013000970118855,0.0011130967567513,0.0283485434684462,-0.0453491659778956,0.0943898537954112,0.6957732986404456,0.959848763265756,False
proteomics,NCKIPSD,continuous,125,145,-0.0100413688779549,0.0086563524809956,0.024144953918291,-0.0345752546041489,0.0830777408089463,0.6902083498638741,0.959848763265756,False
proteomics,PTK7,continuous,125,146,-0.0161178603318665,0.0137995379553651,-0.0322545008177408,-0.1136902797272497,0.0474525387182478,0.6957732986404456,0.959848763265756,False
proteomics,SH2D1A,continuous,122,146,0.0511161332089476,-0.0427134811746,-0.0315502805824246,-0.1079014419778303,0.0444838754708343,0.6929559088349295,0.959848763265756,False
proteomics,CD38,continuous,125,146,0.0338673360148025,-0.0289960068619883,-0.0514611859944899,-0.1726241821410484,0.0826015650342393,0.6980731775725111,0.960813045021009,False
proteomics,CNPY4,continuous,124,145,-0.0472899447170339,0.0404410561718084,0.0385088946723652,-0.0666458161465124,0.1510964767963374,0.6983470424786845,0.960813045021009,False
proteomics,FYCO1,continuous,125,146,0.0010393357744491,-0.0008898422726448,-0.0431118731017366,-0.1527820989410536,0.0691967550706415,0.7015281950200778,0.9638959784123052,False
proteomics,KRT5,continuous,115,138,0.026112081848073,-0.0217600682067275,-0.035147406341744,-0.1351171029034183,0.0611151565222744,0.703613806470022,0.9654674051295484,False
proteomics,DHPS,continuous,125,146,-0.0562523500819817,0.0481612586318336,0.0441273980966952,-0.0635121889147504,0.158587176026563,0.706144447962611,0.967644464119888,False
proteomics,IFNAR1,continuous,125,146,0.0220708026770097,-0.0188962351686726,0.0292034560811017,-0.0485595613628871,0.1060044173758013,0.7073002633198243,0.9679342722334044,False
proteomics,AKT1S1,continuous,125,146,0.0885482722241592,-0.075811876904246,-0.0365285090271604,-0.1260209528952732,0.0560550225877028,0.709613831983734,0.9681012384599048,False
proteomics,DNM1,continuous,125,146,-0.0339197844304846,0.0290409113274698,0.0312109213264377,-0.0482667844740964,0.1107903301143061,0.7130892049143689,0.9681012384599048,False
proteomics,DPY30,continuous,125,146,-0.0323636356510038,0.0277085921669553,0.0326707540234166,-0.0530789758142254,0.1160294912267132,0.7119300811642181,0.9681012384599048,False
proteomics,FKBP4,continuous,125,146,0.1147011129820915,-0.0982030076901468,-0.033808129176454,-0.1268839100104641,0.0576096290138752,0.7130892049143689,0.9681012384599048,False
proteomics,RAET1L_ULBP2,continuous,125,146,0.0177270654728315,-0.0151772820829037,-0.0469614436091197,-0.1764579421245881,0.071673396385688,0.7084567113827607,0.9681012384599048,False
proteomics,TOP2B,continuous,119,140,-0.031262795317882,0.0265733760201997,0.0542477280143394,-0.0771557285413558,0.1847990262671008,0.7111318140111313,0.9681012384599048,False
proteomics,CBS,continuous,125,146,0.0622722299960688,-0.0533152654075932,0.0324642775507776,-0.0598140044455221,0.117714367975278,0.7200577828051893,0.9685816632222034,False
proteomics,CD160,continuous,125,146,0.0153655149817212,-0.0131554066624326,-0.0428227171694327,-0.1589369776169405,0.0720648716481209,0.7165705437315787,0.9685816632222034,False
proteomics,CYLD,continuous,125,146,-0.0129224232395866,0.0110637185270433,0.033797116129635,-0.058375023052542,0.1356183566486031,0.7200577828051893,0.9685816632222034,False
proteomics,FCRL3,continuous,124,146,0.0279744375878556,-0.0237591113759869,-0.0472012677793611,-0.1703010913663594,0.0683167433622601,0.7161456030546236,0.9685816632222034,False
proteomics,FOXO3,continuous,125,146,0.0849917395729527,-0.0727669003193088,0.0248824361731234,-0.0460059999399827,0.0930697533702146,0.7188947182630452,0.9685816632222034,False
proteomics,LEFTY2,continuous,124,145,-0.043709528941861,0.0373791833709708,0.0523792588995635,-0.0784865642730061,0.1718481785030117,0.7170552356641879,0.9685816632222034,False
proteomics,NFATC3,continuous,125,146,-0.009172201957209,0.0078529126345967,0.0404921132887722,-0.0500694765620448,0.1390948141258477,0.7188947182630452,0.9685816632222034,False
proteomics,PAEP,continuous,125,146,0.0305380844420944,-0.0261456202415192,0.0339027948743888,-0.0640873935290076,0.1269794882815904,0.7212214956012268,0.9688755347198656,False
proteomics,GSTP1,continuous,125,146,-0.1011837565192924,0.0866299285267915,0.0218031383171883,-0.0392418088977775,0.0851371482106185,0.7223858541977437,0.9691695033412138,False
proteomics,MEF2C,continuous,124,146,-0.0085523539490964,0.0072636430800545,-0.0267579010673747,-0.1170050543792216,0.051942851114627,0.7243378401607841,0.969251026324809,False
proteomics,NAPRT,continuous,125,146,0.0295893136139166,-0.025333316450271,0.026900661135146,-0.0481862812469046,0.1073173147342266,0.7235508561368412,0.969251026324809,False
proteomics,OCLN,continuous,125,146,-0.0439893405552665,0.0376621066397829,0.0440529628631821,-0.0768525553095744,0.1531950135405975,0.725882780188851,0.9700519552719326,False
proteomics,ADH4,continuous,125,145,-0.0124423622410372,0.0107261743457217,0.041982724745053,-0.0853028955079393,0.1642134614003165,0.7356539302300749,0.9700891398953918,False
proteomics,ANXA10,continuous,125,146,0.0581959405671457,-0.0498252915814603,-0.0322965251371225,-0.1390186883668245,0.0733531742838096,0.734064416251449,0.9700891398953918,False
proteomics,ARG1,continuous,123,145,0.0184458902126782,-0.015647203421789,-0.0404234059792034,-0.1538316493437744,0.0792185050836372,0.737410304203851,0.9700891398953918,False
proteomics,ATOX1,continuous,125,146,0.0263252528817592,-0.0225387439056158,-0.0461654028856406,-0.1606608516394924,0.0780278163503042,0.7328937355669121,0.9700891398953918,False
proteomics,ATRAID,continuous,125,146,-0.0252887181424652,0.0216512997795078,0.0407850331719097,-0.069968318296879,0.1554492195924049,0.7375801593979496,0.9700891398953918,False
proteomics,CAST,continuous,125,146,0.0142248790736257,-0.0121788348233097,0.0294581969090645,-0.0736321985343548,0.1280752834987478,0.7493386339724677,0.9700891398953918,False
proteomics,CC2D1A,continuous,125,146,0.0514955908845578,-0.0440886908258201,-0.0342362325763143,-0.1328883063548445,0.0763368240444575,0.7458048267805467,0.9700891398953918,False
proteomics,CLEC12A,continuous,125,146,0.0284562581625626,-0.0243632347282215,-0.0414679103296241,-0.1627610500438908,0.0808032238232395,0.7411014014184263,0.9700891398953918,False
proteomics,DPEP2,continuous,125,146,0.0125126093309203,-0.0107128504545551,0.0368035096417265,-0.0802843219149846,0.152612573118762,0.7446280741842384,0.9700891398953918,False
proteomics,HAO1,continuous,125,146,0.0292465470312471,-0.0250398519103144,-0.0362397377381714,-0.1401504895683325,0.0708986521632014,0.734064416251449,0.9700891398953918,False
proteomics,IFNGR1,continuous,125,146,0.008023598498936,-0.0068695192627876,-0.0344313297947971,-0.151401103081788,0.0713087105360984,0.7328937355669121,0.9700891398953918,False
proteomics,IL22,continuous,124,145,-0.005099607719186,0.0043610438426143,-0.0310440546704194,-0.1265510219291533,0.0622990281070879,0.7466258398425512,0.9700891398953918,False
proteomics,MECR,continuous,125,146,-0.038260615515566,0.0327573762975736,0.0327825278864084,-0.0730334043504058,0.1411078332147186,0.7411014014184263,0.9700891398953918,False
proteomics,MMP10,continuous,125,146,0.0534269495330427,-0.0457422513125365,-0.0333373716602389,-0.1236382953987633,0.0676104544276914,0.7282172480049562,0.9700891398953918,False
proteomics,MYL11,continuous,125,146,-0.0345959173945341,0.0296197922898408,0.027676476392724,-0.0502750078224339,0.1048875645259692,0.7505177443288251,0.9700891398953918,False
proteomics,NEFL,continuous,125,146,-0.0532250995425682,0.0455694345398699,0.0413037931860077,-0.0741157830636131,0.1575336108696688,0.7469821726436796,0.9700891398953918,False
proteomics,PDCD1,continuous,125,146,-0.0274255080064457,0.0234807431562036,0.0402574020377439,-0.0804012315482413,0.1559666404784252,0.734064416251449,0.9700891398953918,False
proteomics,SEPTIN8,continuous,125,146,0.0203282432341189,-0.0174043178374306,0.0294346327373066,-0.0473888862193696,0.1059626529681878,0.7411014014184263,0.9700891398953918,False
proteomics,SLITRK2,continuous,125,146,0.0438653956059444,-0.0375559893886511,-0.0391921595339467,-0.1633853216149564,0.0730710070100306,0.7399270472906759,0.9700891398953918,False
proteomics,SPTBN2,continuous,125,146,0.0137694903576194,-0.0117889472239892,-0.0195990866157135,-0.0877483999427888,0.042689131866738,0.7505177443288251,0.9700891398953918,False
proteomics,STK11IP,continuous,121,136,0.0606128433068436,-0.0539276032362358,-0.0325758349065622,-0.1270049830119663,0.0584583553943795,0.7272031274359703,0.9700891398953918,False
proteomics,SWAP70,continuous,125,146,-0.0319850423350618,0.0273844540539912,0.0331910339192615,-0.0700746668474238,0.1480328836579329,0.7422763589651362,0.9700891398953918,False
proteomics,UBOX5,continuous,125,146,0.0314847993598558,-0.0269561638354929,-0.0188501783962196,-0.0824425101664682,0.0377463657761275,0.7481601092251831,0.9700891398953918,False
proteomics,VRK3,continuous,125,146,0.0082683115464034,-0.0070790338582221,0.0242213731075791,-0.0545418294231657,0.0988183085419643,0.7505177443288251,0.9700891398953918,False
proteomics,WASF3,continuous,125,146,-0.0261688182735211,0.0224048101656859,0.027494917935119,-0.0589911343634674,0.1271931618741401,0.7446280741842384,0.9700891398953918,False
proteomics,ZC3H12D,continuous,124,146,-0.0215804922751251,0.0183286372747638,0.0299836380054269,-0.0603909105168145,0.1190804559154043,0.7419982319386145,0.9700891398953918,False
