system,feature,effect_size_cohens_d,ci_low,ci_high,p_value,q_value_fdr,higher_in,significant_q05,analysis_type
rna,PDP2,0.0,-0.0819,0.057,0.9007627453198986,1.0,A (adipose),False,continuous
rna,LCN2,0.0438,-0.0285,0.1145,0.5545020151839282,1.0,B (lean),False,continuous
rna,STAT6,0.016,-0.0388,0.0691,0.7665526173915924,1.0,B (lean),False,continuous
rna,MYO1F,-0.0164,-0.0897,0.0563,0.8305044593365187,1.0,A (adipose),False,continuous
rna,CDC14A,0.0723,0.0114,0.134,0.2442148090630486,1.0,B (lean),False,continuous
rna,SLC35B1,-0.0511,-0.1125,0.0117,0.425911645537317,1.0,A (adipose),False,continuous
rna,MLPH,0.0,0.0,0.0,0.2218925361352323,1.0,A (adipose),False,continuous
rna,RPA3,-0.0501,-0.105,0.0041,0.3670184854564439,1.0,A (adipose),False,continuous
rna,GRB7,0.0,0.0,0.0,0.1258505301117754,1.0,A (adipose),False,continuous
rna,PGD,-0.067,-0.1388,0.0063,0.3717515043907163,1.0,A (adipose),False,continuous
rna,DNAH12,0.0982,0.0208,0.1767,0.1343298622268903,1.0,B (lean),False,continuous
rna,ARL6,-0.0661,-0.145,0.0,0.3366053877553936,1.0,A (adipose),False,continuous
rna,PGLS,-0.0085,-0.0795,0.0663,0.9099912479336936,1.0,A (adipose),False,continuous
rna,DHRS7,-0.0345,-0.0898,0.0186,0.5326332196343637,1.0,A (adipose),False,continuous
rna,SDF2,-0.0374,-0.1015,0.0265,0.5635992111538122,1.0,A (adipose),False,continuous
rna,OCIAD2,-0.0294,-0.0982,0.0383,0.6724218078084201,1.0,A (adipose),False,continuous
rna,PEX11A,0.0445,-0.0295,0.1218,0.5591768178978916,1.0,B (lean),False,continuous
rna,KIAA0753,-0.0588,-0.1343,0.0173,0.4596845136569149,1.0,A (adipose),False,continuous
rna,HTT,0.0389,-0.0251,0.1003,0.5451964401789757,1.0,B (lean),False,continuous
rna,MTBP,0.0,-0.0706,0.0744,0.993255520293115,1.0,A (adipose),False,continuous
rna,TCTA,-0.0436,-0.1049,0.0177,0.4870610779403325,1.0,A (adipose),False,continuous
rna,CLDND1,-0.0257,-0.0758,0.0224,0.6074695561175061,1.0,A (adipose),False,continuous
rna,SSB,-0.0497,-0.1075,0.0082,0.4042634020914951,1.0,A (adipose),False,continuous
rna,NTNG1,0.0026,0.0,0.0085,0.0200394834270744,1.0,B (lean),False,continuous
rna,LAD1,0.0,0.0,0.0,0.3931999787757805,1.0,A (adipose),False,continuous
rna,ANKS6,-0.0708,-0.1397,-0.0007,0.3207416471386166,1.0,A (adipose),False,continuous
rna,TRAPPC8,-0.0202,-0.0815,0.0401,0.747587914256856,1.0,A (adipose),False,continuous
rna,HBG2,0.0358,0.0,0.0834,0.3496050924282431,1.0,B (lean),False,continuous
rna,ZNF235,0.0,-0.0724,0.0678,0.9836464230235876,1.0,A (adipose),False,continuous
rna,TLE3,-0.0192,-0.0857,0.05,0.7892349939004455,1.0,A (adipose),False,continuous
rna,PPARG,0.0,0.0,0.0,0.9445925282066548,1.0,A (adipose),False,continuous
rna,FANCB,-0.0468,-0.1163,0.0199,0.5070018894384246,1.0,A (adipose),False,continuous
rna,PDZD9,0.0,0.0,0.0,0.0505127862919956,1.0,A (adipose),False,continuous
rna,ACSL4,-0.0499,-0.114,0.0135,0.4384193457480998,1.0,A (adipose),False,continuous
rna,ATF1,0.0703,0.0131,0.1264,0.2289862544646012,1.0,B (lean),False,continuous
rna,PMS1,0.0143,-0.0388,0.069,0.7801393924694069,1.0,B (lean),False,continuous
rna,RALGAPA2,0.03,-0.0314,0.0918,0.6320644532859341,1.0,B (lean),False,continuous
rna,RNF19A,-0.0213,-0.0849,0.0426,0.7463075393831354,1.0,A (adipose),False,continuous
rna,MID1,0.0,0.0,0.0,0.8250026502403172,1.0,A (adipose),False,continuous
rna,ADAM8,-0.0214,-0.0905,0.0513,0.7678435816021102,1.0,A (adipose),False,continuous
rna,SOD2,0.0335,-0.0349,0.1062,0.6241180585468804,1.0,B (lean),False,continuous
rna,FN1,0.0,0.0,0.0,0.9311308337041996,1.0,A (adipose),False,continuous
rna,MMP24OS,-0.0097,-0.0671,0.0491,0.8769092277557432,1.0,A (adipose),False,continuous
rna,SLC3A2,-0.0835,-0.1353,-0.0308,0.1217654362967095,1.0,A (adipose),False,continuous
rna,ATAD3A,-0.1015,-0.1615,-0.0408,0.0990951950144504,1.0,A (adipose),False,continuous
rna,SGMS2,0.0,-0.0709,0.0743,0.970837214736147,1.0,A (adipose),False,continuous
rna,SLC34A1,0.0,0.0,0.0,0.7351420700492887,1.0,A (adipose),False,continuous
rna,EFNA1,-0.0614,-0.1375,0.0,0.2834189358996279,1.0,A (adipose),False,continuous
rna,PRXL2A,-0.0642,-0.1247,-0.0011,0.3203300610251421,1.0,A (adipose),False,continuous
rna,SYT17,-0.0354,-0.1121,0.0303,0.5917311617682461,1.0,A (adipose),False,continuous
rna,NTHL1,-0.102,-0.1556,-0.0445,0.0760751395896774,1.0,A (adipose),False,continuous
rna,FBXO42,-0.0605,-0.1272,0.0078,0.383286431017365,1.0,A (adipose),False,continuous
rna,DOP1B,0.0195,-0.0436,0.0837,0.7747934674106909,1.0,B (lean),False,continuous
rna,ZNF573,-0.0764,-0.1483,-0.0048,0.2935288841943075,1.0,A (adipose),False,continuous
rna,RETN,0.0438,-0.0287,0.1126,0.5502626083882205,1.0,B (lean),False,continuous
rna,ADGRL4,0.0,0.0,0.0,0.2044374642061437,1.0,A (adipose),False,continuous
rna,AC119396.1,0.0872,0.0103,0.1625,0.2076280843462593,1.0,B (lean),False,continuous
rna,ERI1,-0.0687,-0.1342,-0.0025,0.3075365882029394,1.0,A (adipose),False,continuous
rna,KDM2A,0.0931,0.0352,0.1531,0.1162640653698725,1.0,B (lean),False,continuous
rna,ITPK1,-0.0227,-0.0898,0.0437,0.7224336821979258,1.0,A (adipose),False,continuous
rna,SBF1,-0.0389,-0.1073,0.029,0.5720488707400444,1.0,A (adipose),False,continuous
rna,TMEM98,0.0,0.0,0.0,0.2844127941573413,1.0,A (adipose),False,continuous
rna,AIRE,0.0609,-0.0034,0.1369,0.3819818202593313,1.0,B (lean),False,continuous
rna,CPSF7,0.0509,-0.0184,0.1183,0.4746994492624111,1.0,B (lean),False,continuous
rna,ZNF347,-0.0601,-0.1341,0.0115,0.4113213747507593,1.0,A (adipose),False,continuous
rna,TPM1,-0.0186,-0.0946,0.0605,0.8229325579507883,1.0,A (adipose),False,continuous
rna,SIRT7,-0.071,-0.1195,-0.0217,0.1572791367227796,1.0,A (adipose),False,continuous
rna,TMEM68,-0.0118,-0.0715,0.0477,0.8442062176753478,1.0,A (adipose),False,continuous
rna,ZBTB17,-0.0305,-0.0939,0.0313,0.6174051886052603,1.0,A (adipose),False,continuous
rna,PBX1,0.0124,-0.0574,0.0939,0.8374258214309368,1.0,B (lean),False,continuous
rna,AP5S1,0.0228,-0.0423,0.0871,0.7281398212341263,1.0,B (lean),False,continuous
rna,MECR,0.0452,-0.0164,0.1113,0.4696216822272757,1.0,B (lean),False,continuous
rna,VRK3,0.0495,-0.0041,0.1012,0.3643308433999874,1.0,B (lean),False,continuous
rna,SERPING1,-0.1827,-0.2583,-0.1037,0.0162507248105818,1.0,A (adipose),False,continuous
rna,PDCD10,0.0537,0.0012,0.1047,0.3152122793189822,1.0,B (lean),False,continuous
rna,METTL23,-0.1009,-0.153,-0.0488,0.0518154208740584,1.0,A (adipose),False,continuous
rna,TYW1,-0.048,-0.1108,0.0133,0.4484746261605702,1.0,A (adipose),False,continuous
rna,OSBP2,-0.0163,-0.0871,0.0352,0.7249162045244933,1.0,A (adipose),False,continuous
rna,WRAP53,-0.0542,-0.1196,0.0081,0.3959799165098978,1.0,A (adipose),False,continuous
rna,POLR2M,-0.0954,-0.157,-0.0334,0.1279438603548345,1.0,A (adipose),False,continuous
rna,FBXO27,0.0,0.0,0.0,0.9281971681118936,1.0,A (adipose),False,continuous
rna,MYO1D,0.0508,-0.0187,0.1254,0.4908981622415691,1.0,B (lean),False,continuous
rna,PPP1R9A,0.0,-0.0229,0.0,0.1803929239100531,1.0,A (adipose),False,continuous
rna,SETMAR,-0.0527,-0.1109,0.0081,0.3948048996283592,1.0,A (adipose),False,continuous
rna,PLXNB2,-0.0614,-0.13,0.009,0.3990446050404884,1.0,A (adipose),False,continuous
rna,LRRIQ3,0.1071,0.0303,0.1858,0.1648410606931261,1.0,B (lean),False,continuous
rna,CHN2,-0.0035,-0.0735,0.0684,0.9597219130729404,1.0,A (adipose),False,continuous
rna,NCALD,-0.0707,-0.1374,-0.003,0.3033483782907822,1.0,A (adipose),False,continuous
rna,GPR89B,-0.0664,-0.1433,0.0063,0.3722024911089124,1.0,A (adipose),False,continuous
rna,EXOC3L1,-0.0984,-0.1786,-0.0224,0.1705952563385808,1.0,A (adipose),False,continuous
rna,DCSTAMP,0.0,0.0,0.0,0.4337841846856733,1.0,A (adipose),False,continuous
rna,VARS1,-0.0307,-0.0886,0.0272,0.6049599631565015,1.0,A (adipose),False,continuous
rna,SENP3,0.0274,-0.0399,0.0987,0.6911769570769436,1.0,B (lean),False,continuous
rna,FCRL3,-0.0643,-0.1315,0.0053,0.3656731231968795,1.0,A (adipose),False,continuous
rna,P3R3URF-PIK3R3,0.0,0.0,0.0,0.4936763342767996,1.0,A (adipose),False,continuous
rna,DDB2,-0.0087,-0.0734,0.0572,0.9029588119119004,1.0,A (adipose),False,continuous
rna,TMOD2,-0.0342,-0.1042,0.0344,0.6215761513612155,1.0,A (adipose),False,continuous
rna,DPYSL4,0.0,-0.032,0.0,0.6765387299289181,1.0,A (adipose),False,continuous
rna,BEX3,0.0393,-0.0337,0.1115,0.6006896692595702,1.0,B (lean),False,continuous
rna,NUDT11,0.0209,0.0,0.0604,0.207922497893789,1.0,B (lean),False,continuous
rna,PNPLA6,0.0142,-0.0508,0.0775,0.8427181441497988,1.0,B (lean),False,continuous
rna,BBX,-0.0106,-0.0712,0.0453,0.8682541520950381,1.0,A (adipose),False,continuous
rna,ARHGAP21,0.0321,-0.0364,0.0992,0.6455042245427207,1.0,B (lean),False,continuous
rna,RANBP6,0.0238,-0.0373,0.0839,0.7035259672729015,1.0,B (lean),False,continuous
rna,EML4,0.0875,0.0283,0.1475,0.155304030437593,1.0,B (lean),False,continuous
rna,WDR41,-0.0427,-0.101,0.0172,0.4781012789606292,1.0,A (adipose),False,continuous
rna,SAMD13,0.0,-0.0007,0.0,0.957694209434283,1.0,A (adipose),False,continuous
rna,PUM1,-0.0596,-0.1191,0.0025,0.3458633735754128,1.0,A (adipose),False,continuous
rna,TSTD2,0.0376,-0.0336,0.1096,0.5905828531311347,1.0,B (lean),False,continuous
rna,PODN,0.0719,0.0174,0.1238,0.0915750784602273,1.0,B (lean),False,continuous
rna,NINJ2,-0.0292,-0.0915,0.0329,0.6392981557974089,1.0,A (adipose),False,continuous
rna,PRPF38A,0.0266,-0.038,0.0919,0.6841789935462551,1.0,B (lean),False,continuous
rna,TGIF1,0.0294,-0.0364,0.0948,0.6635026162103752,1.0,B (lean),False,continuous
rna,GCC2,-0.024,-0.094,0.0483,0.7511125278838344,1.0,A (adipose),False,continuous
rna,DDX3X,0.0314,-0.0231,0.0883,0.5644557448797929,1.0,B (lean),False,continuous
rna,SMARCA4,-0.0427,-0.0984,0.0133,0.4477159991260926,1.0,A (adipose),False,continuous
rna,NLRP1,0.0248,-0.0383,0.0913,0.7013317667792064,1.0,B (lean),False,continuous
rna,CMC2,-0.0325,-0.0829,0.0187,0.5248907207390827,1.0,A (adipose),False,continuous
rna,CNTLN,-0.0525,-0.1336,0.0,0.3421644654585764,1.0,A (adipose),False,continuous
rna,ULBP1,0.0,0.0,0.0,0.311895891722747,1.0,A (adipose),False,continuous
rna,PCNP,-0.0235,-0.0815,0.0349,0.696638172682472,1.0,A (adipose),False,continuous
rna,AP1G1,0.0507,-0.0142,0.1189,0.4492340434755242,1.0,B (lean),False,continuous
rna,TVP23A,0.0,0.0,0.0004,0.2060419728194191,1.0,A (adipose),False,continuous
rna,PDS5B,-0.0777,-0.1396,-0.0172,0.2124245162839613,1.0,A (adipose),False,continuous
rna,GPM6B,0.0048,-0.0441,0.0765,0.8077821246429628,1.0,B (lean),False,continuous
rna,EFCAB2,0.0354,-0.039,0.1066,0.6436852277033762,1.0,B (lean),False,continuous
rna,PIK3C2A,0.03,-0.0395,0.0997,0.6759716045988577,1.0,B (lean),False,continuous
rna,ADGRE1,-0.0694,-0.1382,-0.0003,0.3246708020050218,1.0,A (adipose),False,continuous
rna,KNTC1,-0.0307,-0.1096,0.0434,0.6733435645791888,1.0,A (adipose),False,continuous
rna,FBXO39,0.0,0.0,0.0,0.3909340316616541,1.0,A (adipose),False,continuous
rna,THOC5,-0.0783,-0.1335,-0.0215,0.1862583408719842,1.0,A (adipose),False,continuous
rna,LTO1,0.0519,-0.0134,0.1171,0.4417984501949635,1.0,B (lean),False,continuous
rna,SPHK2,0.027,-0.0365,0.0909,0.680147992998744,1.0,B (lean),False,continuous
rna,ZNF384,-0.0161,-0.0748,0.0405,0.769781232567961,1.0,A (adipose),False,continuous
rna,SLIRP,-0.1986,-0.2718,-0.1289,0.0061909946166326,1.0,A (adipose),False,continuous
rna,SLC38A6,-0.0169,-0.0783,0.0447,0.7915131650085961,1.0,A (adipose),False,continuous
rna,SH2B3,-0.0077,-0.0701,0.053,0.9069764505016936,1.0,A (adipose),False,continuous
rna,CHST1,0.0,0.0,0.0,0.3962996291944273,1.0,A (adipose),False,continuous
rna,MET,0.0,0.0,0.0009,0.0936958481866547,1.0,A (adipose),False,continuous
rna,KDSR,0.0725,0.0195,0.1274,0.1889473451242821,1.0,B (lean),False,continuous
rna,SFT2D1,-0.0576,-0.126,0.0154,0.4416730593635719,1.0,A (adipose),False,continuous
rna,MCF2L,-0.0495,-0.1241,0.021,0.5064495559585782,1.0,A (adipose),False,continuous
rna,YLPM1,-0.0277,-0.0886,0.0316,0.6503652342752556,1.0,A (adipose),False,continuous
rna,VPS52,0.0195,-0.0465,0.085,0.7768981820109393,1.0,B (lean),False,continuous
rna,SLC6A20,0.0,0.0,0.0,0.9462815573691036,1.0,A (adipose),False,continuous
rna,ZBTB32,0.0429,-0.03,0.1162,0.5677431878427239,1.0,B (lean),False,continuous
rna,NAP1L4,0.0355,-0.0301,0.103,0.5986330331980811,1.0,B (lean),False,continuous
rna,METAP1D,-0.0965,-0.1735,-0.0184,0.2228275809548814,1.0,A (adipose),False,continuous
rna,GTDC1,-0.024,-0.0836,0.0362,0.690553841244884,1.0,A (adipose),False,continuous
rna,TSKU,0.0,0.0,0.0,0.6068196725905197,1.0,A (adipose),False,continuous
rna,ZER1,-0.0656,-0.1298,-0.0036,0.3025549312580833,1.0,A (adipose),False,continuous
rna,GPHN,-0.0174,-0.0874,0.0529,0.8039119641340526,1.0,A (adipose),False,continuous
rna,GGT5,0.0,0.0,0.0,0.3236396022752948,1.0,A (adipose),False,continuous
rna,CHD9,0.0374,-0.0189,0.0955,0.5331884588160922,1.0,B (lean),False,continuous
rna,REXO1,0.0758,0.0071,0.1419,0.2772384567682382,1.0,B (lean),False,continuous
rna,SPAG8,-0.1571,-0.2287,-0.0756,0.0203746317746879,1.0,A (adipose),False,continuous
rna,PCSK4,0.0,-0.0014,0.0,0.9227396289467036,1.0,A (adipose),False,continuous
rna,SLC29A3,-0.0857,-0.1552,-0.0167,0.2302972672572519,1.0,A (adipose),False,continuous
rna,HSD11B1,0.0158,0.0,0.037,0.1696228145505751,1.0,B (lean),False,continuous
rna,PXK,-0.0518,-0.1077,0.0048,0.3750415240936139,1.0,A (adipose),False,continuous
rna,AC001226.2,0.0,0.0,0.0,0.9876373212209392,1.0,A (adipose),False,continuous
rna,SELENOP,0.0,0.0,0.0,0.9424511551674046,1.0,A (adipose),False,continuous
rna,SLC30A8,0.0,0.0,0.0,0.988476931568026,1.0,A (adipose),False,continuous
rna,MRPS14,-0.1107,-0.1699,-0.0526,0.0645578270158937,1.0,A (adipose),False,continuous
rna,TSTA3,0.0433,-0.0141,0.1033,0.4594286417768249,1.0,B (lean),False,continuous
rna,NAMPT,0.0145,-0.0497,0.0816,0.816197492871762,1.0,B (lean),False,continuous
rna,CISD1,-0.1893,-0.2443,-0.133,0.0009654236100884,1.0,A (adipose),False,continuous
rna,MYL6,-0.0503,-0.125,0.0243,0.5079540507219669,1.0,A (adipose),False,continuous
rna,POLH,-0.0357,-0.1099,0.0349,0.6196383356702408,1.0,A (adipose),False,continuous
rna,FKBP9,0.0,-0.0216,0.0,0.3877909176494077,1.0,A (adipose),False,continuous
rna,DDIT3,-0.0039,-0.0632,0.0571,0.9506320077540024,1.0,A (adipose),False,continuous
rna,ARL16,-0.0075,-0.0654,0.0502,0.8977730511362818,1.0,A (adipose),False,continuous
rna,BEGAIN,0.0,-0.0172,0.0,0.4565821786540562,1.0,A (adipose),False,continuous
rna,PEX10,0.0215,-0.0399,0.0843,0.7305218375132578,1.0,B (lean),False,continuous
rna,RYR2,0.0,0.0,0.0,0.952445558527224,1.0,A (adipose),False,continuous
rna,LTBP4,0.0331,-0.0332,0.0998,0.6200865433204497,1.0,B (lean),False,continuous
rna,IFTAP,-0.0259,-0.0897,0.0373,0.6888413070995649,1.0,A (adipose),False,continuous
rna,NXPE3,0.0077,-0.0503,0.0646,0.8899191640001288,1.0,B (lean),False,continuous
rna,SH3BP1,0.1578,0.0941,0.2221,0.0138348705017475,1.0,B (lean),False,continuous
rna,DEPDC4,0.0,-0.003,0.0,0.6050096026768166,1.0,A (adipose),False,continuous
rna,ZMYM1,-0.035,-0.0967,0.0273,0.5763681849772727,1.0,A (adipose),False,continuous
rna,PGM3,-0.1149,-0.1804,-0.0496,0.0864662027133651,1.0,A (adipose),False,continuous
rna,MAP2K3,-0.0029,-0.0571,0.0511,0.9617426770656944,1.0,A (adipose),False,continuous
rna,HECW2,0.0,0.0,0.0152,0.581237198075725,1.0,A (adipose),False,continuous
rna,GNE,0.0121,-0.0572,0.0868,0.8413940347662094,1.0,B (lean),False,continuous
rna,SMG5,0.0758,0.0132,0.1392,0.2384438626290108,1.0,B (lean),False,continuous
rna,PMM1,0.0057,-0.0472,0.0566,0.915689368118558,1.0,B (lean),False,continuous
rna,IL13,0.0,0.0,0.0,0.643597047125743,1.0,A (adipose),False,continuous
rna,HELZ,0.0153,-0.0433,0.0751,0.7950974508676689,1.0,B (lean),False,continuous
rna,MRVI1,-0.0357,-0.1126,0.0325,0.6171027918272948,1.0,A (adipose),False,continuous
rna,LRRC42,-0.0655,-0.1271,-0.0007,0.320227023745801,1.0,A (adipose),False,continuous
rna,ZFHX3,-0.0723,-0.1553,0.0,0.3478943022805842,1.0,A (adipose),False,continuous
rna,PPP6C,-0.0406,-0.1,0.0178,0.499460296237027,1.0,A (adipose),False,continuous
rna,PIK3R5,-0.0404,-0.1018,0.0205,0.516932892204981,1.0,A (adipose),False,continuous
rna,HK1,-0.0036,-0.0769,0.07,0.9654479922409472,1.0,A (adipose),False,continuous
rna,CDHR5,0.0,0.0,0.0,0.955264788124672,1.0,A (adipose),False,continuous
rna,SERPINB1,-0.0101,-0.0815,0.0648,0.8952653663308312,1.0,A (adipose),False,continuous
rna,FBXW2,0.0618,-0.0079,0.1343,0.3859445705383683,1.0,B (lean),False,continuous
rna,GABRD,0.0,0.0,0.0,0.2617011875503586,1.0,A (adipose),False,continuous
rna,ADAM28,0.0154,-0.0573,0.0856,0.8389177907833931,1.0,B (lean),False,continuous
rna,TNNI3K,0.0,0.0,0.0,0.1820668455460522,1.0,A (adipose),False,continuous
rna,CDC25C,0.0,-0.0012,0.0,0.3391204200388732,1.0,A (adipose),False,continuous
rna,PRIM2,0.0105,-0.0562,0.0756,0.8740779618656065,1.0,B (lean),False,continuous
rna,GPBP1L1,-0.0469,-0.1162,0.0194,0.4993260903527809,1.0,A (adipose),False,continuous
rna,FTH1,-0.0268,-0.1003,0.0483,0.7230669425405682,1.0,A (adipose),False,continuous
rna,NDUFAF5,-0.0193,-0.0846,0.0454,0.7639726048304591,1.0,A (adipose),False,continuous
rna,USP28,-0.0396,-0.1058,0.0277,0.5587573885537349,1.0,A (adipose),False,continuous
rna,SLC7A7,-0.0633,-0.1252,0.0007,0.3319900142051181,1.0,A (adipose),False,continuous
rna,SLC35F3,0.0108,0.0,0.0475,0.2594462868312904,1.0,B (lean),False,continuous
rna,TRPV2,0.057,0.0016,0.1159,0.3148051874443439,1.0,B (lean),False,continuous
rna,NEDD1,-0.0087,-0.0685,0.0524,0.8849116367630041,1.0,A (adipose),False,continuous
rna,ZNF639,-0.009,-0.072,0.0553,0.8979402679255104,1.0,A (adipose),False,continuous
rna,ZNF365,0.0396,-0.027,0.1166,0.5720058331312099,1.0,B (lean),False,continuous
rna,HDHD2,-0.0683,-0.1233,-0.0145,0.216717191728672,1.0,A (adipose),False,continuous
rna,ADCK5,-0.0684,-0.1406,-0.0003,0.3253979108778244,1.0,A (adipose),False,continuous
rna,PPIP5K2,0.0275,-0.0285,0.0868,0.6142833802410903,1.0,B (lean),False,continuous
rna,TTC5,-0.0467,-0.1009,0.0089,0.4067685116815807,1.0,A (adipose),False,continuous
rna,CCDC114,0.0,0.0,0.0,0.3587782299934511,1.0,A (adipose),False,continuous
rna,ZNF789,-0.1429,-0.2129,-0.0751,0.0386932728944043,1.0,A (adipose),False,continuous
rna,TUBA1C,-0.0397,-0.1011,0.0212,0.5202181908070564,1.0,A (adipose),False,continuous
rna,ZMIZ2,0.0275,-0.0369,0.0902,0.6801479862429016,1.0,B (lean),False,continuous
rna,ALG5,-0.0246,-0.0805,0.0314,0.6776719146354393,1.0,A (adipose),False,continuous
rna,LARP4,0.0227,-0.0374,0.0833,0.7028988323626841,1.0,B (lean),False,continuous
rna,CCDC126,0.0709,0.0118,0.1293,0.24004655814106,1.0,B (lean),False,continuous
rna,TBC1D9B,-0.0496,-0.1163,0.0177,0.4702710171705587,1.0,A (adipose),False,continuous
rna,ARHGEF40,-0.0266,-0.0974,0.0467,0.7131132583832192,1.0,A (adipose),False,continuous
rna,ZNF215,0.0,0.0,0.0,0.8166731234124845,1.0,A (adipose),False,continuous
rna,METTL4,0.0513,-0.0138,0.1139,0.4463269622288754,1.0,B (lean),False,continuous
rna,ZNF16,-0.1359,-0.2058,-0.0658,0.0536735232496928,1.0,A (adipose),False,continuous
rna,PIWIL2,0.0,0.0,0.0,0.6870488020525438,1.0,A (adipose),False,continuous
rna,LYPLA1,-0.0092,-0.0649,0.0466,0.862935719224464,1.0,A (adipose),False,continuous
rna,ANKRD7,0.0,0.0,0.0,0.533539412573714,1.0,A (adipose),False,continuous
rna,PFKL,-0.0133,-0.0745,0.0468,0.8308340351304383,1.0,A (adipose),False,continuous
rna,ZNF781,-0.0455,-0.1189,0.0284,0.5449124884274115,1.0,A (adipose),False,continuous
rna,PPP4R1,0.0129,-0.048,0.0721,0.8321526353122837,1.0,B (lean),False,continuous
rna,AGPAT2,-0.0381,-0.1065,0.0297,0.5788227512437314,1.0,A (adipose),False,continuous
rna,ARFGAP1,-0.0154,-0.076,0.0462,0.7999917008027707,1.0,A (adipose),False,continuous
rna,CHEK2,-0.0161,-0.0852,0.0508,0.8130809145142632,1.0,A (adipose),False,continuous
rna,SEMA3B,0.0,0.0,0.0,0.384571802500305,1.0,A (adipose),False,continuous
rna,ODAPH,0.0,0.0,0.0,0.4815156203875453,1.0,A (adipose),False,continuous
rna,LRBA,0.0156,-0.0479,0.0785,0.8119335333434174,1.0,B (lean),False,continuous
rna,MTERF4,0.0886,0.0274,0.1508,0.1475915567629219,1.0,B (lean),False,continuous
rna,PEX13,-0.055,-0.1131,0.0025,0.3549109294992827,1.0,A (adipose),False,continuous
rna,TYRO3,0.0,0.0,0.0,0.2567190923357244,1.0,A (adipose),False,continuous
rna,ZNF595,-0.144,-0.2157,-0.074,0.0466501718432259,1.0,A (adipose),False,continuous
rna,AC138894.1,0.0,0.0,0.0,0.1243763345831815,1.0,A (adipose),False,continuous
rna,CCDC103,0.0,0.0,0.0055,0.2044850379474434,1.0,A (adipose),False,continuous
rna,GTF2A2,-0.0126,-0.0734,0.0505,0.8413958649397266,1.0,A (adipose),False,continuous
rna,NLRP4,0.0,0.0,0.0,0.9115337852725338,1.0,A (adipose),False,continuous
rna,ACE,0.0103,-0.0593,0.0922,0.8403921552609555,1.0,B (lean),False,continuous
rna,KANSL3,0.0333,-0.0278,0.094,0.5898552839200781,1.0,B (lean),False,continuous
rna,PXN,-0.0274,-0.0877,0.0309,0.6436852388259615,1.0,A (adipose),False,continuous
rna,IVD,-0.006,-0.0625,0.0494,0.9260910134136052,1.0,A (adipose),False,continuous
rna,HSD17B12,-0.0861,-0.1529,-0.0197,0.2044005441578555,1.0,A (adipose),False,continuous
rna,ZNRD2,-0.0869,-0.1365,-0.0388,0.0815419127960795,1.0,A (adipose),False,continuous
rna,FOCAD,-0.042,-0.1107,0.0251,0.5443541882946736,1.0,A (adipose),False,continuous
rna,PARP9,-0.1,-0.1657,-0.0349,0.1269413958958975,1.0,A (adipose),False,continuous
rna,NREP,-0.0136,-0.0855,0.0554,0.8366063693248824,1.0,A (adipose),False,continuous
rna,FGD6,-0.0743,-0.14,0.0,0.1316400626488381,1.0,A (adipose),False,continuous
rna,MRPL46,-0.0408,-0.1157,0.0302,0.564311944112353,1.0,A (adipose),False,continuous
rna,NAALAD2,0.0,0.0,0.0,0.8991681430589444,1.0,A (adipose),False,continuous
rna,APC2,0.0,0.0,0.0,0.4154344361053294,1.0,A (adipose),False,continuous
rna,KIZ,-0.0669,-0.1291,-0.0029,0.3040437508872149,1.0,A (adipose),False,continuous
rna,SMARCAD1,0.0632,0.0021,0.1236,0.3110557818665066,1.0,B (lean),False,continuous
rna,EPHB6,0.069,0.0008,0.1352,0.3201243489223982,1.0,B (lean),False,continuous
rna,FAM153B,0.0,-0.0029,0.0,0.6428191180704292,1.0,A (adipose),False,continuous
rna,PIK3R2,0.0268,-0.0413,0.0955,0.7090223991256529,1.0,B (lean),False,continuous
rna,AGL,-0.1508,-0.2176,-0.0814,0.0297099533519196,1.0,A (adipose),False,continuous
