covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
age_v2,0.17102550328285512,1.1865210088167495,0.04986492549856698,0.07329204521389085,0.2687589613518194,1.0760447447486594,1.3083397425934697,0.0,3.429775570160434,0.0006040806764860887,10.692971141598669
sex,0.3875135680639849,1.4733129434876902,0.5740058806118736,-0.7375172848494855,1.5125444209774555,0.4782999251204191,4.538263368746855,0.0,0.6751038293386589,0.4996098009078326,1.0011263161351769
Q2,0.2791246996783019,1.3219721830975826,0.9139824246909695,-1.5122479352185905,2.0704973345751942,0.22041394437434822,7.928765386620317,0.0,0.30539394646749135,0.7600661317385574,0.39580314504097985
Q3,-0.12621470425820333,0.8814255806405669,1.0003954593644975,-2.0869537749100213,1.8345243663936148,0.12406448913365559,6.262154945647569,0.0,-0.1261648112021434,0.8996014653343891,0.15264208380616498
Q4,1.09460467177155,2.9880012086491705,0.8178987038101575,-0.5084473306983517,2.697656674241452,0.6014286740699869,14.844904487959203,0.0,1.3383132491497611,0.18079434462744481,2.4675785449304324
