disease,model,seed,auc,pr
dis__gallstone,dino_cov,99,0.6649478005270627,0.09374742152260684
dis__gallstone,tab_cov,99,0.6630489180012163,0.0923023760618844
dis__gallstone,covariates,123,0.6760180164200285,0.09390755063356127
dis__gallstone,lejepa_cov,123,0.6889498973748226,0.09929511905496752
dis__gallstone,dino_cov,123,0.6839508792823839,0.09419447311291955
dis__gallstone,tab_cov,123,0.6923857819785121,0.10403950936822431
dis__gallstone,covariates,2024,0.6778111855108453,0.09697290995691481
dis__gallstone,lejepa_cov,2024,0.6827044901682546,0.10177471447502609
dis__gallstone,dino_cov,2024,0.6768019587472127,0.10267448172846175
dis__gallstone,tab_cov,2024,0.6877288478106629,0.10991816412776315
dis__gallstone,covariates,7,0.6694174595834179,0.09451584133703786
dis__gallstone,lejepa_cov,7,0.6913840778937766,0.10720216689250515
dis__gallstone,dino_cov,7,0.6866535006588284,0.09612354844216214
dis__gallstone,tab_cov,7,0.680028792063653,0.09921167220694403
dis__gallstone,covariates,17,0.682934129839854,0.10290838855008931
dis__gallstone,lejepa_cov,17,0.6848710216906548,0.11915815872977699
dis__gallstone,dino_cov,17,0.6878943467464017,0.10533364541289869
dis__gallstone,tab_cov,17,0.6914458430468274,0.11291067231735027
dis__gallstone,covariates,31,0.6737711110125684,0.09260784769191932
dis__gallstone,lejepa_cov,31,0.6582462814210419,0.08652057303296778
dis__gallstone,dino_cov,31,0.656401245438881,0.08486344122816922
dis__gallstone,tab_cov,31,0.6760227675856477,0.10855534557912212
dis__gallstone,covariates,137,0.6819577653050882,0.0966054073041783
dis__gallstone,lejepa_cov,137,0.6917182432090005,0.11168845248136938
dis__gallstone,dino_cov,137,0.6921688120818974,0.10974215341652506
dis__gallstone,tab_cov,137,0.696696672917089,0.11264805886217498
dis__gallstone,covariates,256,0.6931796225674032,0.10843314448231633
dis__gallstone,lejepa_cov,256,0.7176398109669573,0.12436964769700226
dis__gallstone,dino_cov,256,0.7044529507905939,0.1182491955393451
dis__gallstone,tab_cov,256,0.709984099432394,0.12064412863555841
dis__gout,covariates,42,0.77740964582127,0.09007030965337089
dis__gout,lejepa_cov,42,0.7986368461686932,0.09667404289191754
dis__gout,dino_cov,42,0.794158946149392,0.09614608064296917
dis__gout,tab_cov,42,0.7907172843080486,0.10040940642899096
dis__gout,covariates,73,0.8006496091488129,0.11721014411435825
dis__gout,lejepa_cov,73,0.8161214051341441,0.11324651343381242
dis__gout,dino_cov,73,0.8135905230650454,0.11014802983322457
dis__gout,tab_cov,73,0.8122128932638486,0.12733690468966752
dis__gout,covariates,99,0.8141424194171009,0.11146599898364279
dis__gout,lejepa_cov,99,0.8297408801389694,0.11931499874835216
dis__gout,dino_cov,99,0.8241121405134144,0.12234462882714665
dis__gout,tab_cov,99,0.8232025670719938,0.11928855064110626
dis__gout,covariates,123,0.8033843611271955,0.12104520132816227
dis__gout,lejepa_cov,123,0.8161539760663965,0.11718837719172495
dis__gout,dino_cov,123,0.8060654313839027,0.10626268736764126
dis__gout,tab_cov,123,0.8157438235861804,0.13134222129130013
dis__gout,covariates,2024,0.809834612044007,0.10210758143356595
dis__gout,lejepa_cov,2024,0.8344395386990928,0.1179169087807115
dis__gout,dino_cov,2024,0.8330233063115228,0.12865572094736305
dis__gout,tab_cov,2024,0.8334889500096506,0.13105827759876765
dis__gout,covariates,7,0.8121230216174484,0.10956647036502627
dis__gout,lejepa_cov,7,0.8380319918934568,0.12363564215310782
dis__gout,dino_cov,7,0.8331161937849836,0.10960376322080922
dis__gout,tab_cov,7,0.8258215112912565,0.11528627292931944
dis__gout,covariates,17,0.7953574358232001,0.09497386690486116
dis__gout,lejepa_cov,17,0.8116652190696777,0.12240824432541794
dis__gout,dino_cov,17,0.8098907064273306,0.11361970388640022
dis__gout,tab_cov,17,0.8054236633854468,0.10433614283886355
dis__gout,covariates,31,0.7624746670526925,0.08462903684139977
dis__gout,lejepa_cov,31,0.7825926462072959,0.08977047311907242
dis__gout,dino_cov,31,0.7897630766261339,0.1014434719139341
dis__gout,tab_cov,31,0.777664784790581,0.09343237519018514
dis__gout,covariates,137,0.7905417631731326,0.10029871940101573
dis__gout,lejepa_cov,137,0.8124131441806601,0.11618672423410059
dis__gout,dino_cov,137,0.8136363636363637,0.10670423980281546
dis__gout,tab_cov,137,0.8101211156147462,0.12060058662188199
dis__gout,covariates,256,0.8000995222929935,0.12222887221696423
dis__gout,lejepa_cov,256,0.8175436691758348,0.14424501606591142
dis__gout,dino_cov,256,0.8119595637907739,0.12014582510895014
dis__gout,tab_cov,256,0.8033572186836518,0.11511883722149786
dis__heart_failure,covariates,42,0.7041374643276818,0.06901917944545996
dis__heart_failure,lejepa_cov,42,0.7173755665603492,0.06104262804149305
dis__heart_failure,dino_cov,42,0.726807747188182,0.06322182615124036
dis__heart_failure,tab_cov,42,0.706511247272117,0.05301106911936258
dis__heart_failure,covariates,73,0.7659633624307538,0.04671164300019265
dis__heart_failure,lejepa_cov,73,0.7811660651334565,0.0451002765907529
dis__heart_failure,dino_cov,73,0.7845969028034245,0.03522414065811729
dis__heart_failure,tab_cov,73,0.7739319288232333,0.04216606546717621
dis__heart_failure,covariates,99,0.76342957864697,0.04247414141387197
dis__heart_failure,lejepa_cov,99,0.7730506127245257,0.039803435941300244
dis__heart_failure,dino_cov,99,0.7836421436964915,0.03345693990947635
dis__heart_failure,tab_cov,99,0.7675581248950815,0.038128371167423826
dis__heart_failure,covariates,123,0.7679437006882659,0.048052696697479406
dis__heart_failure,lejepa_cov,123,0.781627706899446,0.04155826625438909
dis__heart_failure,dino_cov,123,0.7840670639583682,0.06403058114505951
dis__heart_failure,tab_cov,123,0.7777771948967601,0.038591552789415506
dis__heart_failure,covariates,2024,0.8284213949974819,0.04188553526904409
dis__heart_failure,lejepa_cov,2024,0.8309341950646298,0.06067326691112568
dis__heart_failure,dino_cov,2024,0.8476529712942756,0.04854775051323874
dis__heart_failure,tab_cov,2024,0.8340555229142186,0.04426689636568415
dis__heart_failure,covariates,7,0.7637679410777237,0.034618343962705515
dis__heart_failure,lejepa_cov,7,0.7659371327849589,0.030743496263114543
dis__heart_failure,dino_cov,7,0.7855254322645627,0.03808334522902069
dis__heart_failure,tab_cov,7,0.7681771445358402,0.04659018566715981
dis__heart_failure,covariates,17,0.791810055397012,0.0267914915761496
dis__heart_failure,lejepa_cov,17,0.7878651166694646,0.029695830722094682
dis__heart_failure,dino_cov,17,0.7813024592915898,0.02322766528555598
dis__heart_failure,tab_cov,17,0.8101550696659392,0.03488361940695606
dis__heart_failure,covariates,31,0.7504459039785127,0.03260841394257915
dis__heart_failure,lejepa_cov,31,0.760943008225617,0.033817165743041305
dis__heart_failure,dino_cov,31,0.7848644451905321,0.03341895818942014
dis__heart_failure,tab_cov,31,0.7701758435454088,0.03230996192345372
dis__heart_failure,covariates,137,0.8109472049689441,0.02919347966368918
dis__heart_failure,lejepa_cov,137,0.817488878630183,0.02851615621091972
dis__heart_failure,dino_cov,137,0.8194561020647977,0.02644238291910815
dis__heart_failure,tab_cov,137,0.815196407587712,0.042671190438453174
dis__heart_failure,covariates,256,0.8093524425046165,0.02792458681515655
dis__heart_failure,lejepa_cov,256,0.8099242487829444,0.03094245673529661
dis__heart_failure,dino_cov,256,0.7970245089810307,0.028274311324711237
dis__heart_failure,tab_cov,256,0.8327440406244755,0.04809966060701339
dis__hyperlipidemia,covariates,42,0.7058300185792485,0.38421915794835854
dis__hyperlipidemia,lejepa_cov,42,0.7299123824249452,0.4239359048413147
dis__hyperlipidemia,dino_cov,42,0.727051510655012,0.4266536434356898
dis__hyperlipidemia,tab_cov,42,0.7280203748269884,0.4234175086376861
dis__hyperlipidemia,covariates,73,0.7055202605251236,0.38581808581275967
dis__hyperlipidemia,lejepa_cov,73,0.7263039764579722,0.4253937754246001
dis__hyperlipidemia,dino_cov,73,0.725565378588559,0.4225080713628201
dis__hyperlipidemia,tab_cov,73,0.7285251734271025,0.4255121524596609
dis__hyperlipidemia,covariates,99,0.7120417014767801,0.4012331165806382
dis__hyperlipidemia,lejepa_cov,99,0.7379945633876579,0.43598431415042066
dis__hyperlipidemia,dino_cov,99,0.7361166876566455,0.4252765520079078
dis__hyperlipidemia,tab_cov,99,0.7391032914780686,0.4408191066126925
dis__hyperlipidemia,covariates,123,0.7086790445195373,0.40445588802867743
dis__hyperlipidemia,lejepa_cov,123,0.7342764276302938,0.4395468527401103
dis__hyperlipidemia,dino_cov,123,0.7290409865705699,0.4300503236444606
dis__hyperlipidemia,tab_cov,123,0.7297654525730388,0.429928064785902
dis__hyperlipidemia,covariates,2024,0.7217063398048972,0.4120476647704584
dis__hyperlipidemia,lejepa_cov,2024,0.7472341026887955,0.44969805298134047
dis__hyperlipidemia,dino_cov,2024,0.744320444239394,0.4450621144443513
dis__hyperlipidemia,tab_cov,2024,0.7462114127294869,0.4385251015671128
dis__hyperlipidemia,covariates,7,0.7190761499806726,0.3977030505796916
dis__hyperlipidemia,lejepa_cov,7,0.748076611344564,0.4390742415781512
dis__hyperlipidemia,dino_cov,7,0.7449399603476439,0.432701410698343
dis__hyperlipidemia,tab_cov,7,0.746326961523914,0.43817214849320124
dis__hyperlipidemia,covariates,17,0.7100921273031826,0.3953414224539875
dis__hyperlipidemia,lejepa_cov,17,0.7378796380579489,0.4421571721881906
dis__hyperlipidemia,dino_cov,17,0.7322528689768113,0.42412739559448787
dis__hyperlipidemia,tab_cov,17,0.7365560224613557,0.4375668148557443
dis__hyperlipidemia,covariates,31,0.7063462473658615,0.38823329519585703
dis__hyperlipidemia,lejepa_cov,31,0.7316869708343204,0.42382223441490874
dis__hyperlipidemia,dino_cov,31,0.7242469585312834,0.41897995018546763
dis__hyperlipidemia,tab_cov,31,0.7337151015624026,0.43226725916774295
dis__hyperlipidemia,covariates,137,0.7084830687764713,0.3987522199872636
dis__hyperlipidemia,lejepa_cov,137,0.7352617097065144,0.4455971975090129
dis__hyperlipidemia,dino_cov,137,0.7278971366343713,0.42692948258080093
dis__hyperlipidemia,tab_cov,137,0.7323640535182113,0.43793088257130386
dis__hyperlipidemia,covariates,256,0.7009753066407305,0.38058623479460507
dis__hyperlipidemia,lejepa_cov,256,0.732154777194492,0.42067388678573664
dis__hyperlipidemia,dino_cov,256,0.7282398344077708,0.41824309714196145
dis__hyperlipidemia,tab_cov,256,0.7277472972804468,0.41598602805557666
dis__hypertension,covariates,42,0.7151631303129693,0.5054094673156623
dis__hypertension,lejepa_cov,42,0.7411954497634305,0.5411379678021668
dis__hypertension,dino_cov,42,0.7326816887858723,0.5377847702953984
dis__hypertension,tab_cov,42,0.7381377673010818,0.5359820613059278
dis__hypertension,covariates,73,0.7267073232479508,0.5152535005943135
dis__hypertension,lejepa_cov,73,0.7483804409588801,0.5501020546185744
dis__hypertension,dino_cov,73,0.7465298679598761,0.5483167294590998
dis__hypertension,tab_cov,73,0.7485924674681714,0.554073183388503
dis__hypertension,covariates,99,0.721695955392154,0.5158103989025065
dis__hypertension,lejepa_cov,99,0.7401562385723689,0.5435937889252181
dis__hypertension,dino_cov,99,0.7369471839504019,0.5444250039231051
dis__hypertension,tab_cov,99,0.7385685010886136,0.5412437624224541
dis__hypertension,covariates,123,0.7123374287619059,0.4940752828180536
dis__hypertension,lejepa_cov,123,0.7344186887127353,0.5282473361214071
dis__hypertension,dino_cov,123,0.7271076419557916,0.5198880445745505
dis__hypertension,tab_cov,123,0.7331860868415575,0.5373130441998643
dis__hypertension,covariates,2024,0.7175284741405015,0.511091988580996
dis__hypertension,lejepa_cov,2024,0.744596312778131,0.5532834053624192
dis__hypertension,dino_cov,2024,0.7413758305250663,0.5458865011364937
dis__hypertension,tab_cov,2024,0.7404948480722816,0.5495003057038903
dis__hypertension,covariates,7,0.7187556259106942,0.5183834607551826
dis__hypertension,lejepa_cov,7,0.7439488056191597,0.5509718270014962
dis__hypertension,dino_cov,7,0.7455052489746778,0.561745508871242
dis__hypertension,tab_cov,7,0.7441246153283563,0.5591333012363392
dis__hypertension,covariates,17,0.7258785562787976,0.5235803630149345
dis__hypertension,lejepa_cov,17,0.7509906877113233,0.5593538480870656
dis__hypertension,dino_cov,17,0.7424102948539795,0.5494113117893847
dis__hypertension,tab_cov,17,0.7442911071229655,0.5573651763653964
dis__hypertension,covariates,31,0.7081711781782176,0.5108603989401621
dis__hypertension,lejepa_cov,31,0.7381644903768797,0.5514522043270677
dis__hypertension,dino_cov,31,0.7362996767914306,0.5463313842931165
dis__hypertension,tab_cov,31,0.7341231525915759,0.5414716667364219
dis__hypertension,covariates,137,0.7253354800870891,0.5223825666094909
dis__hypertension,lejepa_cov,137,0.7448807728876112,0.5469989956463231
dis__hypertension,dino_cov,137,0.7402583840134123,0.5459198552548776
dis__hypertension,tab_cov,137,0.7477459437183893,0.552417728906478
dis__hypertension,covariates,256,0.722754154031809,0.5208589804461881
dis__hypertension,lejepa_cov,256,0.7418028723087049,0.5516477617170528
dis__hypertension,dino_cov,256,0.7369466565212743,0.5530627255380377
dis__hypertension,tab_cov,256,0.7411620459186831,0.5478792666901089
dis__hyperthyroidism,covariates,42,0.6782660960080316,0.0246784887410821
dis__hyperthyroidism,lejepa_cov,42,0.6956487279067924,0.02740887289875996
dis__hyperthyroidism,dino_cov,42,0.663311405246889,0.024410128977585085
dis__hyperthyroidism,tab_cov,42,0.6730522311167472,0.025352086850837497
dis__hyperthyroidism,covariates,73,0.6535217035217036,0.022827697302222852
dis__hyperthyroidism,lejepa_cov,73,0.6551980132625294,0.02645497233947531
dis__hyperthyroidism,dino_cov,73,0.637903886290983,0.02223005399914118
dis__hyperthyroidism,tab_cov,73,0.6331114105307654,0.022177721632685186
dis__hyperthyroidism,covariates,99,0.6462827930569865,0.029080063135528432
dis__hyperthyroidism,lejepa_cov,99,0.6588359620617685,0.024626459884153216
dis__hyperthyroidism,dino_cov,99,0.6159599482180127,0.021040859590693142
dis__hyperthyroidism,tab_cov,99,0.6650841457293071,0.02835497374671282
dis__hyperthyroidism,covariates,123,0.6651607619349555,0.024201124545653818
dis__hyperthyroidism,lejepa_cov,123,0.6534067792132308,0.02154092470241974
dis__hyperthyroidism,dino_cov,123,0.6561755303690788,0.021636596685415718
dis__hyperthyroidism,tab_cov,123,0.6606060606060606,0.023811723466505078
dis__hyperthyroidism,covariates,2024,0.6419962484478614,0.0288310673324396
dis__hyperthyroidism,lejepa_cov,2024,0.6584925101054133,0.025163778237452396
dis__hyperthyroidism,dino_cov,2024,0.6669308604792477,0.026083469885947716
dis__hyperthyroidism,tab_cov,2024,0.6244669889831179,0.025149009935806665
dis__hyperthyroidism,covariates,7,0.651521756360466,0.026402834149937816
dis__hyperthyroidism,lejepa_cov,7,0.6847745105809621,0.027955911679945173
dis__hyperthyroidism,dino_cov,7,0.6472669150088504,0.025048348137121285
dis__hyperthyroidism,tab_cov,7,0.6885366304721143,0.02792411062654832
dis__hyperthyroidism,covariates,17,0.6176138014847693,0.02365493502535697
dis__hyperthyroidism,lejepa_cov,17,0.641724128820903,0.024222429051218016
dis__hyperthyroidism,dino_cov,17,0.6168053684182717,0.023002253689307375
dis__hyperthyroidism,tab_cov,17,0.6297006684103459,0.026274134051360663
dis__hyperthyroidism,covariates,31,0.6555652426620169,0.024175181617952284
dis__hyperthyroidism,lejepa_cov,31,0.6605717154104251,0.02279600864761614
dis__hyperthyroidism,dino_cov,31,0.6211275791920953,0.019201242487678502
dis__hyperthyroidism,tab_cov,31,0.5938072970331035,0.01747803867828568
dis__hyperthyroidism,covariates,137,0.6402050143985628,0.023712160635558473
dis__hyperthyroidism,lejepa_cov,137,0.6500409500409501,0.02553094942840404
dis__hyperthyroidism,dino_cov,137,0.6186494412300864,0.02110341112105782
dis__hyperthyroidism,tab_cov,137,0.6286306834693931,0.021217146505758955
dis__hyperthyroidism,covariates,256,0.6938654196718713,0.026658658343425963
dis__hyperthyroidism,lejepa_cov,256,0.6951494016010145,0.02977336413045583
dis__hyperthyroidism,dino_cov,256,0.6955113471242503,0.030318283744429686
dis__hyperthyroidism,tab_cov,256,0.7189796834958125,0.0345256308844966
dis__hypothyroidism,covariates,42,0.6908886133270534,0.12539673822331554
dis__hypothyroidism,lejepa_cov,42,0.6905203457851304,0.12532860341581634
dis__hypothyroidism,dino_cov,42,0.6812618360758687,0.11576023789488382
dis__hypothyroidism,tab_cov,42,0.6931445203261605,0.12930034615852437
dis__hypothyroidism,covariates,73,0.6682544179839667,0.12222484114772769
dis__hypothyroidism,lejepa_cov,73,0.6643662977245297,0.12335340564595754
dis__hypothyroidism,dino_cov,73,0.6591547447332529,0.11665444071076095
dis__hypothyroidism,tab_cov,73,0.6710742250743281,0.12575371820452055
dis__hypothyroidism,covariates,99,0.6710389621539941,0.11914831281871638
dis__hypothyroidism,lejepa_cov,99,0.6634120524368825,0.1107007075855734
dis__hypothyroidism,dino_cov,99,0.6619359159282918,0.11274776426881394
dis__hypothyroidism,tab_cov,99,0.6696195529520278,0.11791922031646626
dis__hypothyroidism,covariates,123,0.7037672451012138,0.12648186404376663
dis__hypothyroidism,lejepa_cov,123,0.6965401862372809,0.12121590919007491
dis__hypothyroidism,dino_cov,123,0.6906356402029181,0.12202713210298313
dis__hypothyroidism,tab_cov,123,0.6995286420770657,0.12555549364021124
dis__hypothyroidism,covariates,2024,0.6937789462580829,0.12656981742906895
dis__hypothyroidism,lejepa_cov,2024,0.6933953470116667,0.12534248119769226
dis__hypothyroidism,dino_cov,2024,0.6787590886344235,0.11351329225785553
dis__hypothyroidism,tab_cov,2024,0.6911090832376636,0.12447046177981402
dis__hypothyroidism,covariates,7,0.6869517382473287,0.12036697536539577
dis__hypothyroidism,lejepa_cov,7,0.6781157703138951,0.11186983117375113
dis__hypothyroidism,dino_cov,7,0.6772087466760864,0.11749053845485372
dis__hypothyroidism,tab_cov,7,0.687810926967119,0.12093320798748004
dis__hypothyroidism,covariates,17,0.6806166779508012,0.12614656490638904
dis__hypothyroidism,lejepa_cov,17,0.6707154631891908,0.1126347734833994
dis__hypothyroidism,dino_cov,17,0.6731464582536084,0.11019908468015557
dis__hypothyroidism,tab_cov,17,0.6797403177219785,0.12621618434844467
dis__hypothyroidism,covariates,31,0.6879896946415079,0.11543016327629886
dis__hypothyroidism,lejepa_cov,31,0.6828894498248507,0.11320618906906316
dis__hypothyroidism,dino_cov,31,0.6684255198061092,0.10941993878317466
dis__hypothyroidism,tab_cov,31,0.690430808630891,0.11636933190990924
dis__hypothyroidism,covariates,137,0.6708424097023932,0.11398715118597165
dis__hypothyroidism,lejepa_cov,137,0.6690087378450247,0.10954505447953619
dis__hypothyroidism,dino_cov,137,0.6651052858810946,0.10454301704159089
dis__hypothyroidism,tab_cov,137,0.6731808012716728,0.11762728407080053
dis__hypothyroidism,covariates,256,0.6964460495716935,0.12460350762517546
dis__hypothyroidism,lejepa_cov,256,0.6861998714589894,0.11977188125277825
dis__hypothyroidism,dino_cov,256,0.6850665518628634,0.11797121833714241
dis__hypothyroidism,tab_cov,256,0.6958195961261076,0.12181988601861399
dis__ibs,covariates,42,0.5999232452946615,0.1033570139548075
dis__ibs,lejepa_cov,42,0.6003496303584008,0.10412556135229886
dis__ibs,dino_cov,42,0.5830957335603072,0.0924573985111725
dis__ibs,tab_cov,42,0.6006198630173931,0.10615248424982836
dis__ibs,covariates,73,0.6015408655428008,0.1029987177821233
dis__ibs,lejepa_cov,73,0.605279083992194,0.0980758638729492
dis__ibs,dino_cov,73,0.5900991284592209,0.10248427686805218
dis__ibs,tab_cov,73,0.610809953623545,0.10254741080090395
dis__ibs,covariates,99,0.5834738435282785,0.09271209281277623
dis__ibs,lejepa_cov,99,0.6043481028157056,0.09831009087716587
dis__ibs,dino_cov,99,0.581189541510649,0.09046913824325475
dis__ibs,tab_cov,99,0.5926191423969691,0.0959725131748926
dis__ibs,covariates,123,0.5864118820383202,0.09602350658202777
dis__ibs,lejepa_cov,123,0.5935512023465472,0.09902101193862212
dis__ibs,dino_cov,123,0.5760810115439509,0.09509859697732856
dis__ibs,tab_cov,123,0.5810126227239236,0.0921271211331603
dis__ibs,covariates,2024,0.5955334478990355,0.09763083315013008
dis__ibs,lejepa_cov,2024,0.6003377638544131,0.10638285808744213
dis__ibs,dino_cov,2024,0.5893019151458663,0.09921249687326783
dis__ibs,tab_cov,2024,0.6123633868728418,0.10661325177316062
dis__ibs,covariates,7,0.590298162094287,0.09894988172629099
dis__ibs,lejepa_cov,7,0.5833832265887361,0.09364423766378656
dis__ibs,dino_cov,7,0.5721521199509374,0.09558671414835859
dis__ibs,tab_cov,7,0.5942022419062353,0.10152652263930792
dis__ibs,covariates,17,0.5741424563015991,0.09695575906268059
dis__ibs,lejepa_cov,17,0.5844080610240362,0.0963805582448118
dis__ibs,dino_cov,17,0.5742805392570921,0.08913102504001263
dis__ibs,tab_cov,17,0.5830288496287402,0.09564534847414188
dis__ibs,covariates,31,0.5928305819225679,0.10290259491590235
dis__ibs,lejepa_cov,31,0.5999704416173398,0.1025355776855468
dis__ibs,dino_cov,31,0.5870467400016612,0.09332771133990773
dis__ibs,tab_cov,31,0.5981721268766607,0.10692261076497589
dis__ibs,covariates,137,0.6135996608337406,0.10764123216538905
dis__ibs,lejepa_cov,137,0.6201866493199953,0.11054735221182176
dis__ibs,dino_cov,137,0.6140651514219847,0.1098904577878546
dis__ibs,tab_cov,137,0.6294899884463403,0.11292260080852173
dis__ibs,covariates,256,0.5826342883711497,0.09427895536707179
dis__ibs,lejepa_cov,256,0.5939659905995713,0.10349264223632848
dis__ibs,dino_cov,256,0.5862355026381396,0.09872145707079295
dis__ibs,tab_cov,256,0.592921738248655,0.10066790820258292
dis__ischemic_heart_disease,covariates,42,0.7232349217634255,0.13107602379957708
dis__ischemic_heart_disease,lejepa_cov,42,0.7333950744323248,0.14022008624842006
dis__ischemic_heart_disease,dino_cov,42,0.7234753378610139,0.14969977386928254
dis__ischemic_heart_disease,tab_cov,42,0.7326691487835756,0.1351774198178705
dis__ischemic_heart_disease,covariates,73,0.7237304096740195,0.13404963054676675
dis__ischemic_heart_disease,lejepa_cov,73,0.7304265125010134,0.14423920363119044
dis__ischemic_heart_disease,dino_cov,73,0.7176548360742641,0.1423957716618201
dis__ischemic_heart_disease,tab_cov,73,0.729805983273775,0.14156621584242782
dis__ischemic_heart_disease,covariates,99,0.7193520926490673,0.13975325304591138
dis__ischemic_heart_disease,lejepa_cov,99,0.7279306753478393,0.14892936901897347
dis__ischemic_heart_disease,dino_cov,99,0.7264975334742775,0.15287531863710627
dis__ischemic_heart_disease,tab_cov,99,0.7294399022120776,0.1471405758523283
dis__ischemic_heart_disease,covariates,123,0.7459391195345095,0.15869234730185658
dis__ischemic_heart_disease,lejepa_cov,123,0.7584975085283789,0.1714255057411355
dis__ischemic_heart_disease,dino_cov,123,0.7389767192401479,0.16807624849779387
dis__ischemic_heart_disease,tab_cov,123,0.7537478094382808,0.1715190993445632
dis__ischemic_heart_disease,covariates,2024,0.7400559411775712,0.15215646599789853
dis__ischemic_heart_disease,lejepa_cov,2024,0.7480015216998135,0.16193759794270984
dis__ischemic_heart_disease,dino_cov,2024,0.7437894067241669,0.16771632509676046
dis__ischemic_heart_disease,tab_cov,2024,0.7518026529963142,0.16762426019478438
dis__ischemic_heart_disease,covariates,7,0.742944988057151,0.13831995257679508
dis__ischemic_heart_disease,lejepa_cov,7,0.7496423381790742,0.1474692046643556
dis__ischemic_heart_disease,dino_cov,7,0.7427597647601765,0.15623262800044269
dis__ischemic_heart_disease,tab_cov,7,0.7492930955989199,0.15015168928974337
dis__ischemic_heart_disease,covariates,17,0.7198475805596612,0.132254152310894
dis__ischemic_heart_disease,lejepa_cov,17,0.7317829457364341,0.14923860237741965
dis__ischemic_heart_disease,dino_cov,17,0.7167156229926348,0.14768024769460528
dis__ischemic_heart_disease,tab_cov,17,0.7295951904307533,0.14225479876038669
dis__ischemic_heart_disease,covariates,31,0.7435991942474758,0.1419268146710043
dis__ischemic_heart_disease,lejepa_cov,31,0.7542373726979614,0.15446539082165642
dis__ischemic_heart_disease,dino_cov,31,0.7547712149276257,0.1639942396967186
dis__ischemic_heart_disease,tab_cov,31,0.7518151259456056,0.1508609170630112
dis__ischemic_heart_disease,covariates,137,0.7311814377568648,0.14374200208406632
dis__ischemic_heart_disease,lejepa_cov,137,0.7356183776434857,0.14827704635470218
dis__ischemic_heart_disease,dino_cov,137,0.7288904687957991,0.14853519049165564
dis__ischemic_heart_disease,tab_cov,137,0.7313226939075879,0.1516449499738995
dis__ischemic_heart_disease,covariates,256,0.7444457956806176,0.16119262209451182
dis__ischemic_heart_disease,lejepa_cov,256,0.7518294698372905,0.17193423695120894
dis__ischemic_heart_disease,dino_cov,256,0.7478449861862088,0.17670861199531085
dis__ischemic_heart_disease,tab_cov,256,0.7543614785434088,0.1743246877332581
dis__kidney_stones,covariates,42,0.6744171825161278,0.04079907116984036
dis__kidney_stones,lejepa_cov,42,0.6790247672969922,0.04627713968301336
dis__kidney_stones,dino_cov,42,0.6877458302621537,0.05099687974512941
dis__kidney_stones,tab_cov,42,0.6999647765594526,0.051655351347991894
dis__kidney_stones,covariates,73,0.6189484172281761,0.03556188305309087
dis__kidney_stones,lejepa_cov,73,0.6582771823856706,0.04658961211431436
dis__kidney_stones,dino_cov,73,0.6382797263008213,0.056357669962587176
dis__kidney_stones,tab_cov,73,0.6479009438577494,0.04001072796209572
dis__kidney_stones,covariates,99,0.6583481184812174,0.04163028464880234
dis__kidney_stones,lejepa_cov,99,0.6692698311231711,0.04535294584223664
dis__kidney_stones,dino_cov,99,0.6336925254554587,0.04289221483316979
dis__kidney_stones,tab_cov,99,0.6824003470161181,0.04778578202374797
dis__kidney_stones,covariates,123,0.6417841324923194,0.03666518919618746
dis__kidney_stones,lejepa_cov,123,0.657266139184773,0.04053065841856525
dis__kidney_stones,dino_cov,123,0.6195558585061348,0.03853736858732182
dis__kidney_stones,tab_cov,123,0.6525598961560789,0.042364881613389915
dis__kidney_stones,covariates,2024,0.6090206252812982,0.03293034998974734
dis__kidney_stones,lejepa_cov,2024,0.6271207446496246,0.03929712758874172
dis__kidney_stones,dino_cov,2024,0.5932964574350813,0.038320953385635355
dis__kidney_stones,tab_cov,2024,0.6176854285844743,0.0348189521234702
dis__kidney_stones,covariates,7,0.635116139510916,0.039112140504693645
dis__kidney_stones,lejepa_cov,7,0.6586636618027879,0.04393309464752165
dis__kidney_stones,dino_cov,7,0.6396707260594754,0.06734402595250424
dis__kidney_stones,tab_cov,7,0.6558572015628772,0.0452909496651761
dis__kidney_stones,covariates,17,0.6196463631797635,0.035217040436859075
dis__kidney_stones,lejepa_cov,17,0.6523071353558546,0.040276343751114475
dis__kidney_stones,dino_cov,17,0.6325412407783075,0.03673078088761442
dis__kidney_stones,tab_cov,17,0.6495707958540706,0.04106035359984243
dis__kidney_stones,covariates,31,0.5936821214947785,0.03198375707846998
dis__kidney_stones,lejepa_cov,31,0.6440948554208223,0.03957082405246491
dis__kidney_stones,dino_cov,31,0.611443052176352,0.03820102252133717
dis__kidney_stones,tab_cov,31,0.6257737741916547,0.038322010790485195
dis__kidney_stones,covariates,137,0.6004593723704723,0.03279273406232346
dis__kidney_stones,lejepa_cov,137,0.642588074908517,0.039456342407754766
dis__kidney_stones,dino_cov,137,0.6157514007840477,0.03918436023472485
dis__kidney_stones,tab_cov,137,0.6246045516512617,0.03796432195091028
dis__kidney_stones,covariates,256,0.6496547776683387,0.03933792025868813
dis__kidney_stones,lejepa_cov,256,0.6607542382278696,0.04451732575120021
dis__kidney_stones,dino_cov,256,0.6546586261553614,0.04911499638628332
dis__kidney_stones,tab_cov,256,0.6765868486109571,0.044998170281081405
dis__liver_disease,covariates,42,0.6977043715432987,0.030014314956793645
