Feature ID,Feature,System,Feature type,Cohen's d (B − A),95% CI lower,95% CI upper,Cluster A mean,Cluster B mean,Prevalence difference (B − A),P,Adj. P,Cluster A (n),Cluster B (n),Significant (adj. P < 0.05),Unit
PTSD,Post-traumatic stress disorder (PTSD),Medical conditions,binary,,-0.005,0.001,0.00193424,0.0,-0.00193,1.0,1.0,1034,1034,No,
Perimenopausal Disorders,Perimenopausal Disorders,Medical conditions,binary,,-0.008,0.01,0.00967118,0.0106383,0.000967,1.0,1.0,1034,1034,No,
Renal Stones,Renal Stones,Medical conditions,binary,,-0.003,0.001,0.000967118,0.0,-0.000967,1.0,1.0,1034,1034,No,
Retinal detachment,Retinal detachment,Medical conditions,binary,,-0.011,0.005,0.0106383,0.00773694,-0.0029,1.0,1.0,1034,1034,No,
Sinusitis,Sinusitis,Medical conditions,binary,,-0.024,0.007,0.0386847,0.0299807,-0.0087,1.0,1.0,1034,1034,No,
Tinnitus,Tinnitus,Medical conditions,binary,,-0.004,0.004,0.00193424,0.00193424,0.0,1.0,1.0,1034,1034,No,
Urinary Tract Stones,Urinary Tract Stones,Medical conditions,binary,,-0.001,0.014,0.00386847,0.0106383,0.00677,1.0,1.0,1034,1034,No,
Urinary tract infection,Urinary tract infection,Medical conditions,binary,,-0.038,0.028,0.183752,0.178917,-0.00484,1.0,1.0,1034,1034,No,
Uveitis,Uveitis,Medical conditions,binary,,-0.008,-0.0,0.00386847,0.0,-0.00387,1.0,1.0,1034,1034,No,
Anemia,Anemia,Medical conditions,binary,,-0.027,0.019,0.0812379,0.0773694,-0.00387,1.0,1.0,1034,1034,No,
Atherosclerotic,Atherosclerotic,Medical conditions,binary,,-0.007,0.003,0.00386847,0.00193424,-0.00193,1.0,1.0,1034,1034,No,
Atopic Dermatitis,Atopic Dermatitis,Medical conditions,binary,,-0.025,0.009,0.0435203,0.0357834,-0.00774,1.0,1.0,1034,1034,No,
Atrial Fibrillation,Atrial Fibrillation,Medical conditions,binary,,-0.004,0.004,0.00193424,0.00193424,0.0,1.0,1.0,1034,1034,No,
Breast Cancer,Breast Cancer,Medical conditions,binary,,-0.025,-0.0,0.0280464,0.0154739,-0.0126,1.0,1.0,1034,1034,No,
COPD,Chronic obstructive pulmonary disease (COPD),Medical conditions,binary,,-0.002,0.006,0.000967118,0.00290135,0.00193,1.0,1.0,1034,1034,No,
Celiac,Celiac,Medical conditions,binary,,-0.009,0.003,0.00676983,0.00386847,-0.0029,1.0,1.0,1034,1034,No,
Diabetes,Diabetes,Medical conditions,binary,,-0.002,0.017,0.00870406,0.016441,0.00774,1.0,1.0,1034,1034,No,
Endometriosis and Adenomyosis,Endometriosis and Adenomyosis,Medical conditions,binary,,-0.019,0.017,0.0454545,0.0444874,-0.000967,1.0,1.0,1034,1034,No,
FMF,Familial Mediterranean fever (FMF),Medical conditions,binary,,-0.006,0.0,0.00290135,0.0,-0.0029,1.0,1.0,1034,1034,No,
Fatty Liver Disease,Fatty Liver Disease,Medical conditions,binary,,-0.005,0.021,0.0203095,0.0280464,0.00774,1.0,1.0,1034,1034,No,
Fibromyalgia,Fibromyalgia,Medical conditions,binary,,-0.018,0.003,0.0183752,0.0106383,-0.00774,1.0,1.0,1034,1034,No,
G6PD,G6PD deficiency,Medical conditions,binary,,-0.011,0.005,0.0106383,0.00773694,-0.0029,1.0,1.0,1034,1034,No,
Gallstone Disease,Gallstone Disease,Medical conditions,binary,,-0.011,0.019,0.0299807,0.0338491,0.00387,1.0,1.0,1034,1034,No,
Gout,Gout,Medical conditions,binary,,-0.0,0.006,0.0,0.00290135,0.0029,1.0,1.0,1034,1034,No,
Hashimoto,Hashimoto,Medical conditions,binary,,-0.009,0.007,0.00870406,0.00773694,-0.000967,1.0,1.0,1034,1034,No,
Heart valve disease,Heart valve disease,Medical conditions,binary,,-0.011,0.004,0.00967118,0.00580271,-0.00387,1.0,1.0,1034,1034,No,
Hypercholesterolaemia,Hypercholesterolaemia,Medical conditions,binary,,-0.007,0.005,0.00483559,0.00386847,-0.000967,1.0,1.0,1034,1034,No,
Hyperlipidemia,Hyperlipidemia,Medical conditions,binary,,-0.027,0.035,0.15087,0.154739,0.00387,1.0,1.0,1034,1034,No,
Hyperparathyroidism,Hyperparathyroidism,Medical conditions,binary,,-0.005,0.005,0.00290135,0.00290135,0.0,1.0,1.0,1034,1034,No,
Hypertension,Hypertension,Medical conditions,binary,,-0.022,0.018,0.0589942,0.05706,-0.00193,1.0,1.0,1034,1034,No,
IBD,Inflammatory bowel disease (IBD),Medical conditions,binary,,-0.006,0.002,0.00290135,0.000967118,-0.00193,1.0,1.0,1034,1034,No,
IBS,Irritable bowel syndrome (IBS),Medical conditions,binary,,-0.018,0.022,0.0560928,0.0580271,0.00193,1.0,1.0,1034,1034,No,
Ischemic Heart Disease,Ischemic Heart Disease,Medical conditions,binary,,-0.004,0.008,0.00386847,0.00580271,0.00193,1.0,1.0,1034,1034,No,
Lymphoma,Lymphoma,Medical conditions,binary,,-0.003,0.001,0.000967118,0.0,-0.000967,1.0,1.0,1034,1034,No,
Melanoma,Melanoma,Medical conditions,binary,,-0.009,0.003,0.00580271,0.00290135,-0.0029,1.0,1.0,1034,1034,No,
Migraine,Migraine,Medical conditions,binary,,-0.043,0.002,0.0851064,0.0647969,-0.0203,1.0,1.0,1034,1034,No,
Myocarditis,Myocarditis,Medical conditions,binary,,-0.003,0.003,0.000967118,0.000967118,0.0,1.0,1.0,1034,1034,No,
Obesity,Obesity,Medical conditions,binary,,-0.005,0.013,0.00967118,0.0135397,0.00387,1.0,1.0,1034,1034,No,
Osteoarthritis,Osteoarthritis,Medical conditions,binary,,-0.017,0.011,0.0299807,0.0270793,-0.0029,1.0,1.0,1034,1034,No,
Peptic Ulcer Disease,Peptic Ulcer Disease,Medical conditions,binary,,-0.016,0.004,0.016441,0.0106383,-0.0058,1.0,1.0,1034,1034,No,
Polycystic Ovary Disease,Polycystic Ovary Disease,Medical conditions,binary,,-0.005,0.028,0.0309478,0.0425532,0.0116,1.0,1.0,1034,1034,No,
Prediabetes,Prediabetes,Medical conditions,binary,,-0.004,0.037,0.049323,0.065764,0.0164,1.0,1.0,1034,1034,No,
Psoriasis,Psoriasis,Medical conditions,binary,,-0.021,0.004,0.0251451,0.016441,-0.0087,1.0,1.0,1034,1034,No,
Sleep Apnea,Sleep Apnea,Medical conditions,binary,,-0.012,0.004,0.0106383,0.00676983,-0.00387,1.0,1.0,1034,1034,No,
Thalassemia,Thalassemia,Medical conditions,binary,,-0.011,-0.0,0.00676983,0.000967118,-0.0058,1.0,1.0,1034,1034,No,
Thyroid Adenoma,Thyroid Adenoma,Medical conditions,binary,,-0.003,0.005,0.00193424,0.00290135,0.000967,1.0,1.0,1034,1034,No,
Vitiligo,Vitiligo,Medical conditions,binary,,-0.003,0.009,0.00290135,0.00580271,0.0029,1.0,1.0,1034,1034,No,
ACEINHIBITORSCOMBINATIONS,"ACE inhibitors, combinations",Medications,binary,,-0.003,0.001,0.000967118,0.0,-0.000967,1.0,1.0,1034,1034,No,
ACEINHIBITORSPLAIN,"ACE inhibitors, plain",Medications,binary,,-0.005,0.012,0.00773694,0.0116054,0.00387,1.0,1.0,1034,1034,No,
ADRENERGICSINHALANTS,"Adrenergics, inhalants",Medications,binary,,-0.017,-0.0,0.0135397,0.00483559,-0.0087,1.0,1.0,1034,1034,No,
ANGIOTENSINIIRECEPTORBLOCKERSARBsCOMBINATIONS,"Angiotensin II receptor blockers (ARBs), combinations",Medications,binary,,-0.004,0.01,0.00483559,0.00773694,0.0029,1.0,1.0,1034,1034,No,
ANGIOTENSINIIRECEPTORBLOCKERSARBsPLAIN,"Angiotensin II receptor blockers (ARBs), plain",Medications,binary,,-0.01,0.004,0.00870406,0.00580271,-0.0029,1.0,1.0,1034,1034,No,
ANTIDEPRESSANTS,Antidepressants,Medications,binary,,-0.04,0.003,0.0783366,0.0599613,-0.0184,1.0,1.0,1034,1034,No,
ANTIEPILEPTICS,Antiepileptics,Medications,binary,,-0.01,0.003,0.00773694,0.00386847,-0.00387,1.0,1.0,1034,1034,No,
ANTIGLAUCOMAPREPARATIONSANDMIOTICS,Antiglaucoma preparations and miotics,Medications,binary,,-0.001,0.005,0.0,0.00193424,0.00193,1.0,1.0,1034,1034,No,
ANTIGOUTPREPARATIONS,Antigout preparations,Medications,binary,,-0.003,0.003,0.000967118,0.000967118,0.0,1.0,1.0,1034,1034,No,
ANTIHISTAMINESFORSYSTEMICUSE,Antihistamines for systemic use,Medications,binary,,-0.014,0.003,0.0125725,0.00676983,-0.0058,1.0,1.0,1034,1034,No,
ANTIMIGRAINEPREPARATIONS,Antimigraine preparations,Medications,binary,,-0.006,0.006,0.00483559,0.00483559,0.0,1.0,1.0,1034,1034,No,
ANTITHROMBOTICAGENTS,Antithrombotic agents,Medications,binary,,-0.012,0.008,0.0135397,0.0116054,-0.00193,1.0,1.0,1034,1034,No,
ANTITHYROIDPREPARATIONS,Antithyroid preparations,Medications,binary,,-0.001,0.003,0.0,0.000967118,0.000967,1.0,1.0,1034,1034,No,
ANXIOLYTICS,Anxiolytics,Medications,binary,,-0.006,0.002,0.00290135,0.000967118,-0.00193,1.0,1.0,1034,1034,No,
ASCORBICACIDVITAMINCINCLCOMBINATIONS,"Ascorbic acid (vitamin C), incl. combinations",Medications,binary,,-0.008,0.015,0.016441,0.0203095,0.00387,1.0,1.0,1034,1034,No,
BETABLOCKINGAGENTS,Beta blocking agents,Medications,binary,,-0.012,0.006,0.0116054,0.00870406,-0.0029,1.0,1.0,1034,1034,No,
BLOODGLUCOSELOWERINGDRUGSEXCLINSULINS,"Blood glucose lowering drugs, excl. insulins",Medications,binary,,-0.015,0.009,0.0212766,0.0183752,-0.0029,1.0,1.0,1034,1034,No,
CALCIUMSUPPLEMENTS,Calcium supplements,Medications,binary,,-0.032,0.005,0.0531915,0.0396518,-0.0135,1.0,1.0,1034,1034,No,
DECONGESTANTSANDOTHERNASALPREPARATIONSFORTOPICALUSE,Decongestants and other nasal preparations for topical use,Medications,binary,,-0.001,0.005,0.0,0.00193424,0.00193,1.0,1.0,1034,1034,No,
DRUGSAFFECTINGBONESTRUCTUREANDMINERALIZATION,Drugs affecting bone structure and mineralization,Medications,binary,,-0.018,0.003,0.0193424,0.0116054,-0.00774,1.0,1.0,1034,1034,No,
DRUGSFORPEPTICULCERANDGASTROOESOPHAGEALREFLUXDISEASEGORD,Drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),Medications,binary,,-0.019,0.004,0.0222437,0.0145068,-0.00774,1.0,1.0,1034,1034,No,
ESTROGENSSEXHORMONESANDMODULATORSOFTHEGENITALSYSTEM,"Estrogens, sex hormones and modulators of the genital system",Medications,binary,,-0.021,0.017,0.0512573,0.049323,-0.00193,1.0,1.0,1034,1034,No,
HORMONALCONTRACEPTIVESFORSYSTEMICUSE,Hormonal contraceptives for systemic use,Medications,binary,,-0.027,-0.004,0.0261122,0.0106383,-0.0155,1.0,1.0,1034,1034,No,
HORMONEANTAGONISTSANDRELATEDAGENTS,Hormone antagonists and related agents,Medications,binary,,-0.01,0.007,0.0106383,0.00870406,-0.00193,1.0,1.0,1034,1034,No,
HYPNOTICSANDSEDATIVES,Hypnotics and sedatives,Medications,binary,,-0.01,0.008,0.0106383,0.00967118,-0.000967,1.0,1.0,1034,1034,No,
IRONANTIANEMICPREPARATIONS,Iron antianemic preparations,Medications,binary,,-0.015,0.011,0.0232108,0.0212766,-0.00193,1.0,1.0,1034,1034,No,
LIPIDMODIFYINGAGENTSCOMBINATIONS,"Lipid modifying agents, combinations",Medications,binary,,-0.008,0.008,0.00870406,0.00870406,0.0,1.0,1.0,1034,1034,No,
LIPIDMODIFYINGAGENTSPLAIN,"Lipid modifying agents, plain",Medications,binary,,-0.026,0.018,0.0744681,0.0705996,-0.00387,1.0,1.0,1034,1034,No,
OTHERANALGESICSANDANTIPYRETICSinATC,Other analgesics and antipyretics,Medications,binary,,-0.001,0.005,0.0,0.00193424,0.00193,1.0,1.0,1034,1034,No,
OTHERGYNECOLOGICALSinATC,Other gynecologicals,Medications,binary,,-0.008,0.004,0.00580271,0.00386847,-0.00193,1.0,1.0,1034,1034,No,
OTHERMINERALSUPPLEMENTSinATC,Other mineral supplements,Medications,binary,,-0.035,0.008,0.0744681,0.0609284,-0.0135,1.0,1.0,1034,1034,No,
OTHERPLAINVITAMINPREPARATIONSinATC,Other plain vitamin preparations,Medications,binary,,-0.004,0.006,0.00290135,0.00386847,0.000967,1.0,1.0,1034,1034,No,
OTHERSEXHORMONESANDMODULATORSOFTHEGENITALSYSTEMinATC,Other sex hormones and modulators of the genital system,Medications,binary,,-0.002,0.006,0.000967118,0.00290135,0.00193,1.0,1.0,1034,1034,No,
OTHERSYSTEMICDRUGSFOROBSTRUCTIVEAIRWAYDISEASESinATC,Other systemic drugs for obstructive airway diseases,Medications,binary,,-0.003,0.001,0.000967118,0.0,-0.000967,1.0,1.0,1034,1034,No,
PROGESTOGENSEXHORMONESANDMODULATORSOFTHEGENITALSYSTEM,Progestogen sex hormones and modulators of the genital system,Medications,binary,,-0.011,0.005,0.00967118,0.00676983,-0.0029,1.0,1.0,1034,1034,No,
PROGESTOGENSANDESTROGENSINCOMBINATION,Progestogens and estrogens in combination,Medications,binary,,-0.009,0.018,0.0222437,0.0270793,0.00484,1.0,1.0,1034,1034,No,
PSYCHOSTIMULANTSAGENTSUSEDFORADHDANDNOOTROPICS,"Psychostimulants, agents used for ADHD and nootropics",Medications,binary,,-0.007,0.011,0.0106383,0.0125725,0.00193,1.0,1.0,1034,1034,No,
SELECTIVECALCIUMCHANNELBLOCKERSWITHMAINLYVASCULAREFFECTS,Selective calcium channel blockers with mainly vascular effects,Medications,binary,,-0.007,0.007,0.00580271,0.00580271,0.0,1.0,1.0,1034,1034,No,
THYROIDPREPARATIONS,Thyroid preparations,Medications,binary,,-0.034,0.001,0.049323,0.032882,-0.0164,1.0,1.0,1034,1034,No,
UROLOGICALS,Urologicals,Medications,binary,,-0.001,0.003,0.0,0.000967118,0.000967,1.0,1.0,1034,1034,No,
VITAMINAANDDINCLCOMBINATIONSOFTHETWO,"Vitamin A and D, incl. combinations of the two",Medications,binary,,-0.041,0.012,0.116054,0.101547,-0.0145,1.0,1.0,1034,1034,No,
VITAMINBn12nANDFOLICACID,Vitamin B12 and folic acid,Medications,binary,,-0.023,0.015,0.0551257,0.0512573,-0.00387,1.0,1.0,1034,1034,No,
VITAMINBn1nPLAINANDINCOMBINATIONWITHVITAMINBn6nANDBn12n,"Vitamin B1, plain and in combination with vitamin B6 and B12",Medications,binary,,-0.012,0.005,0.0116054,0.00773694,-0.00387,1.0,1.0,1034,1034,No,
VITAMINKANDOTHERHEMOSTATICS,Vitamin K and other hemostatics,Medications,binary,,-0.001,0.009,0.00193424,0.00580271,0.00387,1.0,1.0,1034,1034,No,
health_satisfaction,Health satisfaction,Mental health,continuous,0.256,0.161,0.352,4.34229,4.54877,,4.7e-07,6.1e-06,856,851,Yes,ordinal (questionnaire)
tired_or_little_energy_fortnight,Tired or little energy fortnight,Mental health,continuous,-0.2,-0.296,-0.105,1.14539,0.986967,,0.00017,0.001,846,844,Yes,ordinal (questionnaire)
happiness_level,Happiness level,Mental health,continuous,0.169,0.073,0.265,4.26159,4.37634,,0.002,0.007,841,837,Yes,ordinal (questionnaire)
rds_score,RDS score,Mental health,continuous,-0.124,-0.221,-0.028,3.16706,2.89078,,0.074,0.242,838,824,No,ordinal (questionnaire)
fidgety_or_restless_fortnight,Fidgety or restless fortnight,Mental health,continuous,-0.088,-0.184,0.007,0.936095,0.870968,,0.132,0.344,845,837,No,ordinal (questionnaire)
little_interest_or_pleasure_fortnight,Little interest or pleasure fortnight,Mental health,continuous,-0.081,-0.177,0.015,0.560191,0.505938,,0.168,0.363,839,842,No,ordinal (questionnaire)
depressed_hopeless_fortnight,Depressed hopeless fortnight,Mental health,continuous,-0.085,-0.181,0.01,0.5962,0.537545,,0.234,0.385,842,839,No,ordinal (questionnaire)
family_relationship_satisfaction,Family history of relationship satisfaction,Mental health,continuous,0.051,-0.044,0.146,4.53747,4.57969,,0.273,0.385,854,847,No,ordinal (questionnaire)
financial_situation_satisfaction,Financial situation satisfaction,Mental health,continuous,0.059,-0.036,0.154,4.31228,4.36385,,0.296,0.385,855,841,No,ordinal (questionnaire)
friendships_satisfaction,Friendships satisfaction,Mental health,continuous,0.079,-0.017,0.174,4.48239,4.54567,,0.294,0.385,852,843,No,ordinal (questionnaire)
work_satisfaction,Work satisfaction,Mental health,continuous,0.069,-0.031,0.169,4.5323,4.58679,,0.359,0.424,774,772,No,ordinal (questionnaire)
depressed_longest_period_weeks,Depressed longest period weeks,Mental health,continuous,-0.042,-0.139,0.056,4.96411,4.39581,,0.893,0.968,808,811,No,ordinal (questionnaire)
depressed_whole_week_periods,Depressed whole week periods,Mental health,continuous,-0.059,-0.157,0.038,1.56807,1.25031,,0.991,0.991,808,811,No,ordinal (questionnaire)
depressed_whole_week,Depressed whole week,Mental health,binary,,-0.063,0.031,0.372647,0.356436,-0.0162,1.0,1.0,797,808,No,ordinal (questionnaire)
fed-up_often,Fed-up often,Mental health,binary,,-0.051,0.043,0.343075,0.339286,-0.00379,1.0,1.0,787,784,No,ordinal (questionnaire)
feeling_lonley_often,Feeling lonley often,Mental health,binary,,-0.041,0.03,0.162531,0.157107,-0.00542,1.0,1.0,806,802,No,ordinal (questionnaire)
hyper_least_two_days,Hyper least two days,Mental health,binary,,-0.015,0.029,0.0505549,0.0578818,0.00733,1.0,1.0,811,812,No,ordinal (questionnaire)
irritable_person,Irritable person,Mental health,binary,,-0.011,0.06,0.135593,0.159794,0.0242,1.0,1.0,767,776,No,ordinal (questionnaire)
irritablilty_leading_to_argumens,Irritablilty leading to argumens,Mental health,binary,,-0.027,0.047,0.167506,0.177136,0.00963,1.0,1.0,794,796,No,ordinal (questionnaire)
miserable_no_reason,Miserable no reason,Mental health,binary,,-0.083,0.01,0.363524,0.326708,-0.0368,1.0,1.0,806,805,No,ordinal (questionnaire)
mood_swings,Mood swings,Mental health,binary,,-0.056,0.036,0.34125,0.33125,-0.01,1.0,1.0,800,800,No,ordinal (questionnaire)
nerves_anxiety_tension_depression_doctor,Nerves anxiety tension depression doctor,Mental health,binary,,-0.07,0.014,0.274463,0.246738,-0.0277,1.0,1.0,838,843,No,ordinal (questionnaire)
nerves_anxiety_tension_depression_psychiatrist,Nerves anxiety tension depression psychiatrist,Mental health,binary,,-0.059,0.011,0.178195,0.154211,-0.024,1.0,1.0,853,843,No,ordinal (questionnaire)
nervous_person,Nervous person,Mental health,binary,,-0.015,0.046,0.100372,0.11596,0.0156,1.0,1.0,807,802,No,ordinal (questionnaire)
risks_taker,Risks taker,Mental health,binary,,-0.017,0.085,0.21673,0.250474,0.0337,1.0,1.0,526,527,No,ordinal (questionnaire)
suffer_nerves,Suffer nerves,Mental health,binary,,-0.037,0.019,0.0957055,0.0869565,-0.00875,1.0,1.0,815,805,No,ordinal (questionnaire)
tense_or_highly_strung,Tense or highly strung,Mental health,binary,,-0.081,0.003,0.260256,0.221374,-0.0389,1.0,1.0,780,786,No,ordinal (questionnaire)
troubled_by_guilt,Troubled by guilt,Mental health,binary,,-0.064,0.021,0.265586,0.243995,-0.0216,1.0,1.0,802,791,No,ordinal (questionnaire)
unenjoyment_uninterested_whole_week,Unenjoyment uninterested whole week,Mental health,binary,,-0.045,0.036,0.197461,0.192935,-0.00453,1.0,1.0,709,736,No,ordinal (questionnaire)
worrier,Worrier,Mental health,binary,,-0.109,-0.012,0.584352,0.524173,-0.0602,1.0,1.0,818,786,No,ordinal (questionnaire)
worry_long_after_embarrassment,Worry long after embarrassment,Mental health,binary,,-0.128,-0.027,0.521108,0.443559,-0.0775,1.0,1.0,758,753,No,ordinal (questionnaire)
bt__creatinine,Creatinine,Renal function,continuous,0.294,0.138,0.451,0.727456,0.758177,,7.9e-05,0.00032,338,299,Yes,mg/dL
bt__potassium,Potassium,Renal function,continuous,-0.063,-0.223,0.097,4.45176,4.42962,,0.431,0.782,316,286,No,
bt__sodium,Sodium,Renal function,continuous,0.009,-0.151,0.17,139.927,139.947,,0.729,0.782,315,285,No,
bt__urea,Urea,Renal function,continuous,0.027,-0.139,0.193,28.5719,28.7646,,0.782,0.782,301,258,No,
heart_rate_mean_during_wake,Heart rate mean during wake,Sleep,continuous,-0.333,-0.433,-0.232,66.0198,63.5441,,2.1e-09,8.8e-08,781,773,Yes,bpm
heart_rate_mean_during_rem,Heart rate mean during REM,Sleep,continuous,-0.319,-0.42,-0.218,64.1926,61.8203,,1.4e-09,8.8e-08,767,763,Yes,bpm
heart_rate_mean_during_sleep,Heart rate mean during sleep,Sleep,continuous,-0.321,-0.422,-0.221,62.2693,59.8994,,1.9e-09,8.8e-08,776,770,Yes,bpm
heart_rate_mean_during_nrem,Heart rate mean during NREM,Sleep,continuous,-0.322,-0.423,-0.221,62.1999,59.8402,,3.6e-09,1.1e-07,767,764,Yes,bpm
heart_rate_min_during_rem,Heart rate min during REM,Sleep,continuous,-0.301,-0.402,-0.2,50.2065,48.1808,,1.5e-08,3e-07,767,763,Yes,bpm
heart_rate_max_during_nrem,Heart rate max during NREM,Sleep,continuous,-0.282,-0.382,-0.181,94.2996,91.5245,,1.3e-08,3e-07,767,764,Yes,bpm
heart_rate_min_during_sleep,Heart rate min during sleep,Sleep,continuous,-0.272,-0.372,-0.171,48.6044,46.8857,,5.2e-08,9.3e-07,776,770,Yes,bpm
heart_rate_max_during_sleep,Heart rate max during sleep,Sleep,continuous,-0.233,-0.333,-0.133,96.3022,93.9968,,1e-06,1.6e-05,776,770,Yes,bpm
heart_rate_min_during_wake,Heart rate min during wake,Sleep,continuous,-0.247,-0.347,-0.148,46.6513,44.5096,,2.5e-06,3.1e-05,781,773,Yes,bpm
heart_rate_max_during_wake,Heart rate max during wake,Sleep,continuous,-0.257,-0.357,-0.157,98.6909,95.984,,2.5e-06,3.1e-05,781,773,Yes,bpm
heart_rate_max_during_rem,Heart rate max during REM,Sleep,continuous,-0.238,-0.338,-0.137,93.385,91.0879,,5.1e-06,5.8e-05,767,763,Yes,bpm
heart_rate_min_during_nrem,Heart rate min during NREM,Sleep,continuous,-0.226,-0.327,-0.126,47.5763,46.1145,,1e-05,0.00011,767,764,Yes,bpm
